country,import_leisure,import_politics,import_work,goals_parents_proud,men_political_leaders,univ_boy_girl,happiness,health,freedom,standard_of_living,trust,confidence_gov,confidence_univ,everyone_provided,corrupt,sci_tech_life,sci_not_important,age,age_3cat,highest_edu_3cat,income_3cat
DEU,very important,rather important,very important,agree,strongly disagree,strongly disagree,rather happy,good,5,better off,need to be very careful,not very much,quite a lot,5,10,8,1,56,50 years and over,high,medium
DEU,very important,very important,not at all important,agree,disagree,disagree,not very happy,good,3,better off,need to be very careful,none at all,quite a lot,1,3,5,1,67,50 years and over,high,medium
DEU,rather important,rather important,NA,agree,strongly disagree,strongly disagree,rather happy,good,5,better off,need to be very careful,not very much,NA,6,8,7,2,70,50 years and over,middle,medium
DEU,rather important,not very important,NA,strongly agree,strongly disagree,strongly disagree,rather happy,fair,7,worse off,need to be very careful,not very much,NA,1,7,9,1,58,50 years and over,middle,low
DEU,rather important,not very important,rather important,strongly agree,disagree,strongly disagree,rather happy,good,8,worse off,need to be very careful,not very much,quite a lot,2,6,8,2,68,50 years and over,high,medium
DEU,very important,rather important,rather important,agree,strongly disagree,strongly disagree,not very happy,fair,6,better off,need to be very careful,not very much,not very much,6,9,6,5,58,50 years and over,high,medium
DEU,very important,not very important,not very important,agree,disagree,disagree,rather happy,fair,NA,worse off,most people can be trusted,not very much,NA,4,10,NA,NA,76,50 years and over,middle,NA
DEU,very important,rather important,very important,strongly agree,agree,strongly disagree,not very happy,good,10,worse off,need to be very careful,quite a lot,a great deal,2,2,5,3,24,16-29 years,middle,medium
DEU,very important,rather important,rather important,disagree,strongly disagree,strongly disagree,rather happy,poor,8,better off,need to be very careful,quite a lot,NA,1,7,7,7,75,50 years and over,middle,medium
DEU,very important,rather important,rather important,disagree,strongly disagree,strongly disagree,rather happy,good,8,better off,most people can be trusted,not very much,quite a lot,7,3,10,3,55,50 years and over,high,medium
DEU,very important,rather important,very important,strongly agree,strongly disagree,disagree,rather happy,fair,8,better off,need to be very careful,none at all,quite a lot,5,8,7,1,56,50 years and over,middle,medium
DEU,rather important,not at all important,not very important,strongly agree,NA,NA,very happy,good,5,about the same,need to be very careful,none at all,not very much,10,8,10,10,32,30-49 years,middle,medium
DEU,very important,not very important,rather important,strongly agree,disagree,disagree,rather happy,very good,7,better off,need to be very careful,quite a lot,quite a lot,5,5,3,1,72,50 years and over,middle,medium
DEU,very important,not very important,very important,disagree,strongly disagree,strongly disagree,rather happy,good,8,better off,most people can be trusted,not very much,quite a lot,7,7,4,3,52,50 years and over,lower,medium
DEU,not very important,rather important,very important,agree,disagree,disagree,rather happy,very good,8,better off,most people can be trusted,quite a lot,a great deal,6,3,7,1,75,50 years and over,high,high
DEU,very important,rather important,rather important,strongly agree,disagree,strongly disagree,rather happy,good,5,better off,most people can be trusted,not very much,quite a lot,5,7,9,1,57,50 years and over,high,medium
DEU,rather important,not very important,very important,agree,agree,agree,rather happy,very good,2,better off,most people can be trusted,quite a lot,none at all,2,8,8,3,45,30-49 years,middle,medium
DEU,very important,rather important,rather important,disagree,disagree,disagree,rather happy,good,8,better off,need to be very careful,quite a lot,quite a lot,8,4,6,4,45,30-49 years,middle,medium
DEU,rather important,not at all important,rather important,strongly agree,agree,disagree,not very happy,good,3,about the same,need to be very careful,a great deal,NA,4,6,7,2,37,30-49 years,middle,medium
DEU,very important,very important,very important,agree,disagree,disagree,very happy,very good,9,better off,most people can be trusted,quite a lot,quite a lot,7,3,10,1,46,30-49 years,high,medium
DEU,very important,not very important,rather important,strongly agree,disagree,strongly agree,very happy,very good,5,better off,most people can be trusted,quite a lot,quite a lot,10,NA,1,1,52,50 years and over,middle,low
DEU,very important,rather important,very important,strongly agree,strongly disagree,strongly disagree,very happy,very good,3,better off,most people can be trusted,a great deal,a great deal,7,1,NA,NA,34,30-49 years,middle,low
DEU,rather important,rather important,rather important,agree,disagree,disagree,rather happy,good,5,better off,NA,NA,NA,3,5,7,5,59,50 years and over,middle,medium
DEU,rather important,not at all important,rather important,agree,strongly disagree,strongly disagree,rather happy,fair,5,worse off,most people can be trusted,quite a lot,quite a lot,9,5,9,6,80,50 years and over,high,medium
DEU,very important,rather important,rather important,strongly agree,strongly disagree,strongly disagree,very happy,very good,8,better off,need to be very careful,not very much,quite a lot,8,10,7,3,35,30-49 years,high,medium
DEU,rather important,rather important,very important,agree,disagree,disagree,rather happy,good,5,worse off,NA,not very much,quite a lot,3,8,7,3,30,30-49 years,high,NA
DEU,very important,rather important,not very important,NA,disagree,disagree,rather happy,fair,10,better off,most people can be trusted,none at all,a great deal,3,5,9,2,81,50 years and over,lower,medium
DEU,very important,not very important,very important,agree,disagree,disagree,very happy,very good,7,better off,need to be very careful,not very much,not very much,1,8,3,3,23,16-29 years,middle,low
DEU,very important,not very important,very important,strongly agree,disagree,strongly disagree,very happy,good,5,worse off,need to be very careful,not very much,a great deal,1,8,5,5,25,16-29 years,middle,medium
DEU,rather important,not very important,rather important,disagree,disagree,disagree,rather happy,fair,9,about the same,most people can be trusted,NA,quite a lot,5,6,9,9,23,16-29 years,middle,medium
DEU,very important,rather important,rather important,strongly disagree,strongly disagree,strongly disagree,rather happy,very good,7,about the same,most people can be trusted,not very much,quite a lot,3,7,6,1,31,30-49 years,high,medium
DEU,rather important,rather important,rather important,disagree,disagree,disagree,rather happy,poor,8,worse off,most people can be trusted,quite a lot,quite a lot,2,5,4,2,27,16-29 years,middle,medium
DEU,very important,rather important,rather important,agree,strongly disagree,strongly disagree,rather happy,very good,7,worse off,most people can be trusted,not very much,NA,5,5,5,4,59,50 years and over,middle,medium
DEU,very important,rather important,very important,disagree,strongly disagree,strongly disagree,rather happy,poor,6,worse off,most people can be trusted,quite a lot,quite a lot,5,3,7,1,62,50 years and over,middle,medium
DEU,rather important,not very important,rather important,NA,strongly disagree,strongly disagree,not very happy,good,7,better off,most people can be trusted,quite a lot,quite a lot,5,6,7,1,66,50 years and over,high,medium
DEU,very important,not very important,very important,agree,disagree,disagree,not very happy,fair,8,about the same,need to be very careful,not very much,NA,5,5,10,5,40,30-49 years,lower,low
DEU,rather important,not very important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,very good,5,better off,need to be very careful,quite a lot,quite a lot,9,4,10,10,53,50 years and over,middle,medium
DEU,very important,rather important,rather important,agree,strongly disagree,strongly disagree,rather happy,good,10,better off,need to be very careful,not very much,quite a lot,8,3,10,1,55,50 years and over,middle,medium
DEU,very important,rather important,very important,disagree,disagree,disagree,rather happy,good,6,better off,need to be very careful,not very much,quite a lot,7,7,8,1,35,30-49 years,high,medium
DEU,rather important,rather important,rather important,agree,agree,disagree,rather happy,very good,6,better off,need to be very careful,not very much,quite a lot,4,3,8,3,18,16-29 years,middle,medium
DEU,very important,very important,very important,agree,disagree,disagree,rather happy,fair,10,better off,need to be very careful,none at all,NA,8,NA,5,5,45,30-49 years,lower,medium
DEU,very important,rather important,very important,agree,strongly disagree,strongly disagree,very happy,good,6,better off,need to be very careful,quite a lot,quite a lot,7,3,5,2,32,30-49 years,middle,medium
DEU,very important,rather important,rather important,disagree,strongly disagree,strongly disagree,not very happy,very poor,5,about the same,need to be very careful,not very much,not very much,10,10,2,4,54,50 years and over,high,low
DEU,very important,rather important,rather important,disagree,strongly disagree,strongly disagree,very happy,good,10,better off,need to be very careful,not very much,quite a lot,5,7,10,1,31,30-49 years,high,medium
DEU,rather important,rather important,not at all important,strongly agree,strongly disagree,strongly disagree,rather happy,poor,9,better off,need to be very careful,none at all,quite a lot,2,10,6,1,75,50 years and over,middle,medium
DEU,very important,not at all important,very important,strongly agree,agree,agree,very happy,good,9,worse off,need to be very careful,none at all,not very much,4,8,4,2,26,16-29 years,lower,low
DEU,very important,rather important,very important,strongly agree,disagree,agree,not at all happy,poor,5,better off,need to be very careful,quite a lot,NA,5,8,8,2,82,50 years and over,middle,medium
DEU,rather important,rather important,not at all important,agree,disagree,disagree,rather happy,poor,5,worse off,most people can be trusted,quite a lot,quite a lot,1,8,9,1,70,50 years and over,middle,medium
DEU,rather important,rather important,rather important,strongly agree,strongly disagree,strongly disagree,rather happy,fair,4,better off,need to be very careful,not very much,quite a lot,2,5,10,3,77,50 years and over,high,medium
DEU,rather important,rather important,not very important,strongly disagree,strongly disagree,strongly disagree,rather happy,poor,8,worse off,need to be very careful,not very much,NA,3,NA,NA,8,62,50 years and over,high,low
DEU,rather important,not very important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,good,8,NA,need to be very careful,NA,NA,NA,NA,2,10,21,16-29 years,lower,NA
DEU,very important,very important,rather important,disagree,strongly disagree,strongly disagree,rather happy,fair,8,better off,most people can be trusted,not very much,quite a lot,8,3,8,2,55,50 years and over,high,high
DEU,very important,not very important,very important,strongly agree,disagree,disagree,rather happy,fair,5,better off,need to be very careful,not very much,not very much,1,8,10,1,41,30-49 years,middle,medium
DEU,very important,not very important,rather important,agree,strongly disagree,strongly disagree,very happy,very good,9,about the same,need to be very careful,not very much,quite a lot,9,5,7,8,21,16-29 years,middle,medium
DEU,rather important,rather important,rather important,agree,strongly disagree,strongly disagree,rather happy,good,8,worse off,most people can be trusted,not very much,quite a lot,9,7,10,1,74,50 years and over,high,medium
DEU,rather important,not very important,very important,disagree,disagree,strongly disagree,rather happy,fair,8,better off,need to be very careful,none at all,quite a lot,7,9,5,3,53,50 years and over,middle,low
DEU,rather important,rather important,rather important,agree,disagree,disagree,very happy,very good,6,better off,most people can be trusted,not very much,quite a lot,8,4,8,2,67,50 years and over,middle,low
DEU,rather important,not at all important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,very poor,10,worse off,need to be very careful,NA,quite a lot,3,5,6,3,46,30-49 years,lower,medium
DEU,rather important,not very important,very important,strongly agree,disagree,disagree,very happy,very good,8,worse off,need to be very careful,quite a lot,quite a lot,8,3,7,3,29,16-29 years,middle,medium
DEU,rather important,not very important,not at all important,strongly agree,strongly agree,strongly agree,rather happy,good,6,NA,need to be very careful,quite a lot,quite a lot,1,5,8,10,85,50 years and over,middle,medium
DEU,very important,rather important,very important,strongly agree,disagree,strongly disagree,rather happy,good,6,about the same,most people can be trusted,quite a lot,quite a lot,2,1,8,2,33,30-49 years,middle,low
DEU,not very important,not at all important,very important,disagree,disagree,NA,not very happy,fair,6,better off,need to be very careful,not very much,not very much,5,7,8,3,40,30-49 years,middle,low
DEU,very important,not at all important,NA,strongly agree,agree,disagree,not very happy,good,8,worse off,need to be very careful,not very much,quite a lot,2,8,7,6,75,50 years and over,middle,medium
DEU,very important,rather important,rather important,agree,disagree,disagree,rather happy,good,8,worse off,most people can be trusted,quite a lot,quite a lot,8,9,4,3,47,30-49 years,middle,medium
DEU,rather important,very important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,good,7,better off,most people can be trusted,a great deal,a great deal,1,2,10,10,28,16-29 years,high,medium
DEU,very important,very important,not very important,disagree,strongly disagree,strongly disagree,rather happy,fair,3,better off,most people can be trusted,not very much,quite a lot,2,3,9,2,23,16-29 years,middle,medium
DEU,very important,very important,very important,agree,strongly disagree,strongly disagree,rather happy,good,8,worse off,need to be very careful,quite a lot,quite a lot,7,5,8,1,56,50 years and over,high,NA
DEU,rather important,not very important,NA,agree,disagree,strongly disagree,very happy,good,6,better off,most people can be trusted,not very much,quite a lot,4,4,9,2,22,16-29 years,lower,NA
DEU,very important,rather important,rather important,agree,strongly disagree,strongly disagree,very happy,NA,5,worse off,need to be very careful,NA,NA,2,5,4,4,31,30-49 years,lower,low
DEU,very important,not very important,rather important,agree,strongly disagree,disagree,rather happy,very good,7,better off,most people can be trusted,not very much,quite a lot,5,7,7,4,18,16-29 years,lower,NA
DEU,rather important,rather important,very important,agree,disagree,disagree,very happy,good,5,better off,need to be very careful,none at all,NA,3,6,4,5,50,50 years and over,middle,medium
DEU,rather important,rather important,rather important,agree,disagree,disagree,rather happy,fair,7,better off,need to be very careful,none at all,quite a lot,3,8,10,1,56,50 years and over,middle,medium
DEU,very important,very important,very important,agree,strongly disagree,agree,NA,fair,4,better off,need to be very careful,quite a lot,NA,2,5,6,8,22,16-29 years,lower,low
DEU,not very important,rather important,not at all important,NA,strongly disagree,strongly disagree,rather happy,fair,5,NA,need to be very careful,quite a lot,quite a lot,5,8,10,1,73,50 years and over,middle,medium
DEU,rather important,rather important,not at all important,agree,strongly disagree,strongly disagree,rather happy,fair,6,better off,need to be very careful,not very much,NA,5,5,6,1,63,50 years and over,high,medium
DEU,rather important,rather important,not very important,agree,disagree,disagree,very happy,fair,8,better off,most people can be trusted,not very much,NA,5,5,6,2,66,50 years and over,middle,medium
DEU,not very important,not very important,not very important,NA,disagree,agree,not very happy,very poor,5,better off,need to be very careful,none at all,NA,8,10,6,4,79,50 years and over,middle,medium
DEU,very important,rather important,rather important,agree,disagree,disagree,rather happy,fair,5,worse off,need to be very careful,NA,quite a lot,6,6,5,2,59,50 years and over,middle,medium
DEU,very important,rather important,very important,strongly agree,strongly disagree,strongly disagree,very happy,fair,10,worse off,most people can be trusted,none at all,NA,10,6,6,1,53,50 years and over,middle,medium
DEU,very important,not very important,rather important,agree,strongly disagree,strongly disagree,rather happy,good,5,worse off,need to be very careful,none at all,NA,3,7,8,1,41,30-49 years,middle,medium
DEU,very important,rather important,rather important,agree,strongly disagree,strongly disagree,very happy,very good,6,NA,most people can be trusted,not very much,quite a lot,7,8,4,2,53,50 years and over,high,medium
DEU,rather important,not very important,very important,agree,disagree,disagree,rather happy,very good,7,better off,NA,not very much,a great deal,8,7,9,1,40,30-49 years,middle,medium
DEU,very important,rather important,rather important,disagree,strongly disagree,strongly disagree,rather happy,good,8,worse off,most people can be trusted,quite a lot,NA,8,10,10,3,36,30-49 years,middle,medium
DEU,rather important,not at all important,rather important,disagree,disagree,disagree,very happy,very good,10,better off,need to be very careful,not very much,NA,9,7,5,10,71,50 years and over,middle,medium
DEU,very important,very important,very important,agree,strongly disagree,strongly disagree,very happy,very good,8,worse off,need to be very careful,quite a lot,quite a lot,6,NA,8,3,20,16-29 years,middle,medium
DEU,very important,rather important,rather important,agree,strongly disagree,strongly disagree,rather happy,fair,6,better off,need to be very careful,not very much,quite a lot,2,7,8,2,19,16-29 years,middle,medium
DEU,rather important,rather important,very important,agree,agree,strongly disagree,rather happy,good,8,better off,need to be very careful,not very much,NA,7,5,7,1,44,30-49 years,lower,medium
DEU,rather important,not at all important,rather important,disagree,strongly agree,strongly agree,not at all happy,fair,9,better off,most people can be trusted,none at all,quite a lot,1,10,1,10,50,50 years and over,middle,medium
DEU,very important,not very important,very important,agree,strongly disagree,strongly disagree,not very happy,fair,6,better off,need to be very careful,not very much,quite a lot,4,7,9,1,23,16-29 years,middle,NA
DEU,very important,rather important,not very important,agree,strongly disagree,strongly disagree,rather happy,good,8,better off,most people can be trusted,not very much,quite a lot,8,5,8,5,75,50 years and over,middle,low
DEU,rather important,rather important,not very important,agree,strongly disagree,strongly disagree,rather happy,good,8,worse off,most people can be trusted,quite a lot,quite a lot,3,7,8,2,29,16-29 years,high,medium
DEU,rather important,rather important,very important,agree,disagree,disagree,rather happy,very good,8,worse off,need to be very careful,quite a lot,quite a lot,5,4,8,4,54,50 years and over,middle,low
DEU,rather important,not very important,rather important,disagree,disagree,strongly disagree,rather happy,fair,5,worse off,need to be very careful,none at all,quite a lot,3,3,10,1,56,50 years and over,lower,NA
DEU,rather important,very important,very important,agree,disagree,agree,very happy,good,8,better off,need to be very careful,not very much,quite a lot,6,9,5,2,64,50 years and over,middle,medium
DEU,rather important,not very important,rather important,strongly agree,disagree,strongly disagree,very happy,good,6,better off,need to be very careful,not very much,NA,1,6,5,3,47,30-49 years,lower,medium
DEU,very important,rather important,rather important,agree,strongly disagree,strongly disagree,rather happy,good,10,worse off,need to be very careful,quite a lot,quite a lot,7,2,9,1,22,16-29 years,middle,medium
DEU,very important,rather important,rather important,agree,strongly disagree,strongly disagree,very happy,good,7,worse off,most people can be trusted,not very much,not very much,7,6,8,4,48,30-49 years,high,medium
DEU,very important,not very important,very important,disagree,strongly disagree,strongly disagree,not very happy,fair,9,better off,need to be very careful,quite a lot,quite a lot,3,5,7,1,48,30-49 years,middle,medium
DEU,rather important,not very important,very important,disagree,strongly disagree,strongly disagree,rather happy,good,7,about the same,most people can be trusted,not very much,a great deal,3,7,8,1,44,30-49 years,high,medium
DEU,rather important,rather important,rather important,strongly agree,disagree,disagree,not very happy,fair,4,worse off,need to be very careful,quite a lot,quite a lot,5,NA,NA,NA,69,50 years and over,middle,low
DEU,very important,not very important,very important,agree,NA,disagree,rather happy,fair,5,better off,need to be very careful,not very much,NA,5,6,8,1,85,50 years and over,middle,medium
DEU,rather important,rather important,rather important,disagree,strongly disagree,NA,not very happy,poor,5,about the same,need to be very careful,not very much,NA,3,6,5,1,50,50 years and over,middle,low
DEU,rather important,not at all important,very important,agree,strongly disagree,strongly disagree,rather happy,good,6,NA,need to be very careful,not very much,NA,1,NA,9,7,32,30-49 years,middle,medium
DEU,rather important,not very important,very important,agree,disagree,disagree,rather happy,fair,8,better off,need to be very careful,none at all,none at all,3,7,5,5,27,16-29 years,lower,NA
DEU,rather important,rather important,rather important,disagree,strongly disagree,strongly disagree,very happy,very good,10,better off,most people can be trusted,quite a lot,quite a lot,7,5,7,3,48,30-49 years,middle,low
DEU,very important,not very important,rather important,strongly agree,NA,disagree,very happy,good,8,better off,most people can be trusted,a great deal,a great deal,1,1,10,10,35,30-49 years,lower,low
DEU,very important,rather important,very important,strongly disagree,disagree,strongly disagree,rather happy,good,7,worse off,NA,not very much,NA,8,9,8,1,56,50 years and over,high,medium
DEU,rather important,rather important,not at all important,strongly agree,disagree,strongly disagree,rather happy,good,5,worse off,need to be very careful,not very much,not very much,5,4,10,1,73,50 years and over,middle,low
DEU,rather important,not at all important,NA,strongly agree,strongly disagree,disagree,not at all happy,poor,5,worse off,need to be very careful,not very much,NA,8,NA,2,5,62,50 years and over,lower,medium
DEU,rather important,rather important,rather important,agree,disagree,disagree,very happy,good,5,better off,need to be very careful,not very much,NA,7,5,5,5,92,50 years and over,high,medium
DEU,very important,rather important,very important,agree,strongly disagree,strongly disagree,rather happy,good,6,better off,most people can be trusted,quite a lot,quite a lot,4,3,8,1,44,30-49 years,middle,low
DEU,very important,not very important,very important,strongly agree,disagree,disagree,rather happy,fair,5,worse off,need to be very careful,not very much,quite a lot,1,4,4,2,43,30-49 years,middle,low
DEU,very important,not very important,very important,agree,disagree,disagree,rather happy,good,8,better off,need to be very careful,none at all,not very much,4,8,5,NA,46,30-49 years,middle,NA
DEU,very important,rather important,rather important,strongly agree,disagree,strongly disagree,rather happy,good,7,better off,most people can be trusted,not very much,quite a lot,3,8,7,4,53,50 years and over,middle,medium
DEU,very important,rather important,rather important,agree,disagree,strongly disagree,very happy,fair,7,better off,need to be very careful,none at all,quite a lot,4,8,10,6,49,30-49 years,middle,medium
DEU,very important,not very important,rather important,strongly agree,disagree,strongly disagree,rather happy,good,7,worse off,most people can be trusted,none at all,quite a lot,1,8,3,5,33,30-49 years,high,medium
DEU,very important,very important,rather important,strongly agree,strongly disagree,strongly disagree,not very happy,very good,10,worse off,need to be very careful,a great deal,a great deal,3,1,5,1,45,30-49 years,middle,low
DEU,very important,not at all important,very important,agree,disagree,disagree,very happy,very good,5,better off,most people can be trusted,not very much,not very much,5,1,8,3,45,30-49 years,high,medium
DEU,rather important,not very important,NA,disagree,disagree,disagree,rather happy,fair,8,better off,need to be very careful,none at all,NA,6,7,4,7,67,50 years and over,middle,medium
DEU,very important,rather important,rather important,agree,strongly agree,strongly disagree,rather happy,fair,6,worse off,need to be very careful,not very much,not very much,2,8,5,3,55,50 years and over,middle,high
DEU,rather important,not very important,rather important,strongly agree,disagree,strongly disagree,very happy,very good,6,about the same,need to be very careful,quite a lot,NA,3,3,8,NA,42,30-49 years,middle,medium
DEU,rather important,rather important,NA,agree,NA,strongly disagree,rather happy,good,8,better off,need to be very careful,quite a lot,NA,6,7,10,1,71,50 years and over,middle,medium
DEU,rather important,not very important,very important,strongly agree,disagree,disagree,rather happy,good,9,better off,need to be very careful,not very much,quite a lot,3,8,8,2,48,30-49 years,middle,low
DEU,rather important,not very important,rather important,agree,disagree,disagree,rather happy,fair,5,worse off,need to be very careful,not very much,quite a lot,5,6,9,3,32,30-49 years,middle,medium
DEU,not very important,not very important,rather important,agree,disagree,disagree,very happy,good,5,better off,need to be very careful,not very much,not very much,6,4,5,3,42,30-49 years,middle,low
DEU,not very important,not very important,very important,agree,NA,disagree,rather happy,good,5,better off,need to be very careful,quite a lot,not very much,3,6,8,9,25,16-29 years,middle,medium
DEU,rather important,rather important,rather important,agree,NA,strongly disagree,rather happy,fair,8,better off,most people can be trusted,a great deal,quite a lot,2,6,5,8,20,16-29 years,middle,NA
DEU,very important,not at all important,very important,strongly agree,strongly disagree,strongly disagree,very happy,poor,5,better off,need to be very careful,none at all,none at all,6,2,10,3,50,50 years and over,middle,medium
DEU,very important,not at all important,very important,strongly agree,disagree,agree,rather happy,fair,7,better off,most people can be trusted,not very much,not very much,5,3,8,5,53,50 years and over,lower,low
DEU,rather important,not very important,very important,agree,strongly disagree,strongly disagree,rather happy,very good,6,better off,need to be very careful,not very much,quite a lot,4,2,5,6,41,30-49 years,lower,low
DEU,rather important,rather important,rather important,disagree,disagree,disagree,not very happy,poor,6,about the same,need to be very careful,quite a lot,not very much,1,10,7,1,62,50 years and over,high,medium
DEU,very important,very important,very important,strongly agree,strongly disagree,strongly disagree,not very happy,good,4,worse off,need to be very careful,quite a lot,quite a lot,8,4,5,3,24,16-29 years,middle,low
DEU,very important,very important,very important,disagree,disagree,disagree,very happy,fair,10,better off,most people can be trusted,not very much,a great deal,7,3,10,1,69,50 years and over,high,NA
DEU,rather important,very important,very important,strongly agree,disagree,disagree,very happy,good,10,better off,need to be very careful,a great deal,a great deal,5,1,7,10,39,30-49 years,high,medium
DEU,not at all important,rather important,very important,NA,disagree,disagree,rather happy,fair,3,worse off,need to be very careful,not very much,quite a lot,6,6,7,6,58,50 years and over,high,high
DEU,very important,rather important,very important,agree,disagree,disagree,rather happy,very good,5,better off,most people can be trusted,not very much,quite a lot,5,8,7,1,58,50 years and over,high,high
DEU,rather important,not very important,rather important,agree,disagree,disagree,not very happy,poor,9,NA,need to be very careful,not very much,not very much,NA,NA,5,NA,20,16-29 years,lower,medium
DEU,rather important,rather important,not very important,agree,agree,agree,not very happy,fair,8,worse off,need to be very careful,quite a lot,quite a lot,3,6,8,8,25,16-29 years,lower,low
DEU,very important,rather important,rather important,agree,strongly disagree,strongly disagree,very happy,good,7,better off,need to be very careful,not very much,quite a lot,4,8,7,3,46,30-49 years,middle,medium
DEU,very important,rather important,very important,strongly agree,disagree,disagree,very happy,good,10,better off,most people can be trusted,not very much,NA,1,8,6,1,37,30-49 years,high,medium
DEU,very important,not very important,rather important,strongly agree,disagree,disagree,very happy,good,9,better off,need to be very careful,not very much,quite a lot,3,8,10,10,61,50 years and over,middle,medium
DEU,rather important,rather important,very important,strongly agree,strongly disagree,strongly disagree,very happy,good,9,worse off,need to be very careful,none at all,quite a lot,2,5,7,2,48,30-49 years,middle,medium
DEU,rather important,not very important,rather important,agree,disagree,strongly agree,not very happy,good,10,better off,need to be very careful,quite a lot,a great deal,3,1,10,5,23,16-29 years,middle,low
DEU,very important,very important,very important,strongly agree,agree,strongly agree,rather happy,good,7,better off,need to be very careful,not very much,quite a lot,7,6,8,9,49,30-49 years,high,high
DEU,not very important,rather important,rather important,strongly disagree,disagree,strongly disagree,rather happy,poor,8,worse off,most people can be trusted,quite a lot,a great deal,5,6,9,3,61,50 years and over,high,medium
DEU,very important,rather important,rather important,strongly agree,disagree,disagree,rather happy,fair,5,better off,most people can be trusted,not very much,not very much,5,4,8,8,55,50 years and over,middle,NA
DEU,very important,rather important,rather important,NA,strongly agree,agree,rather happy,poor,5,better off,most people can be trusted,none at all,quite a lot,10,7,2,1,68,50 years and over,high,medium
DEU,very important,not very important,not very important,agree,strongly disagree,strongly disagree,rather happy,very good,10,about the same,need to be very careful,none at all,a great deal,10,5,10,1,69,50 years and over,lower,medium
DEU,rather important,rather important,rather important,agree,NA,agree,rather happy,fair,5,better off,need to be very careful,NA,NA,1,5,5,5,74,50 years and over,middle,medium
DEU,rather important,not at all important,very important,agree,disagree,disagree,rather happy,good,5,worse off,need to be very careful,not very much,quite a lot,10,10,2,7,33,30-49 years,lower,medium
DEU,rather important,rather important,rather important,strongly disagree,strongly disagree,strongly disagree,rather happy,good,5,better off,need to be very careful,none at all,NA,5,7,5,1,49,30-49 years,middle,medium
DEU,rather important,rather important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,good,10,worse off,need to be very careful,not very much,quite a lot,5,5,10,1,74,50 years and over,middle,low
DEU,rather important,not very important,very important,agree,agree,disagree,rather happy,good,5,better off,need to be very careful,not very much,not very much,7,7,9,5,51,50 years and over,middle,low
DEU,very important,rather important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,good,8,better off,most people can be trusted,not very much,a great deal,4,4,5,1,23,16-29 years,lower,medium
DEU,very important,not very important,rather important,agree,disagree,strongly disagree,rather happy,fair,8,worse off,most people can be trusted,none at all,quite a lot,1,4,3,1,49,30-49 years,middle,medium
DEU,rather important,rather important,very important,agree,disagree,disagree,very happy,very good,8,worse off,most people can be trusted,quite a lot,quite a lot,7,6,8,3,30,30-49 years,high,medium
DEU,rather important,not very important,rather important,disagree,strongly disagree,strongly disagree,very happy,good,8,worse off,most people can be trusted,quite a lot,not very much,7,7,8,2,55,50 years and over,middle,medium
DEU,rather important,not very important,rather important,agree,strongly disagree,strongly disagree,very happy,good,9,worse off,most people can be trusted,not very much,NA,4,6,4,1,50,50 years and over,middle,low
DEU,very important,rather important,rather important,NA,strongly disagree,strongly disagree,rather happy,very good,5,worse off,need to be very careful,not very much,not very much,5,7,5,3,22,16-29 years,middle,medium
DEU,rather important,not very important,rather important,agree,disagree,disagree,rather happy,good,7,better off,NA,quite a lot,quite a lot,5,6,7,3,30,30-49 years,high,medium
DEU,rather important,rather important,rather important,strongly agree,disagree,strongly disagree,very happy,fair,7,NA,need to be very careful,not very much,NA,8,3,5,1,82,50 years and over,lower,NA
DEU,rather important,rather important,not very important,agree,disagree,disagree,rather happy,good,6,better off,most people can be trusted,not very much,quite a lot,8,2,6,5,72,50 years and over,middle,medium
DEU,not very important,very important,very important,strongly agree,agree,agree,very happy,very good,4,about the same,need to be very careful,not very much,quite a lot,7,1,NA,NA,32,30-49 years,lower,low
DEU,very important,not very important,very important,agree,disagree,disagree,rather happy,very good,7,better off,need to be very careful,quite a lot,quite a lot,5,NA,8,7,60,50 years and over,middle,medium
DEU,very important,very important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,good,5,better off,need to be very careful,quite a lot,quite a lot,5,4,7,1,64,50 years and over,middle,low
DEU,rather important,very important,rather important,strongly agree,disagree,strongly disagree,not very happy,fair,6,better off,need to be very careful,quite a lot,quite a lot,4,5,7,2,53,50 years and over,middle,medium
DEU,rather important,rather important,very important,agree,strongly disagree,strongly disagree,rather happy,good,6,worse off,need to be very careful,not very much,quite a lot,1,5,6,1,46,30-49 years,high,medium
DEU,rather important,rather important,very important,agree,strongly disagree,strongly disagree,rather happy,fair,10,better off,most people can be trusted,a great deal,a great deal,8,NA,5,10,31,30-49 years,high,high
DEU,rather important,not at all important,very important,agree,NA,disagree,rather happy,fair,5,better off,most people can be trusted,quite a lot,quite a lot,8,1,10,1,29,16-29 years,lower,low
DEU,very important,not very important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,good,10,better off,need to be very careful,quite a lot,NA,5,7,1,2,18,16-29 years,lower,medium
