country,import_leisure,import_politics,import_work,goals_parents_proud,men_political_leaders,univ_boy_girl,happiness,health,freedom,standard_of_living,trust,confidence_gov,confidence_univ,everyone_provided,corrupt,sci_tech_life,sci_not_important,age,age_3cat,highest_edu_3cat,income_3cat
USA,rather important,not at all important,rather important,agree,strongly disagree,strongly disagree,very happy,good,9,better off,most people can be trusted,none at all,quite a lot,10,10,10,1,53,50 years and over,high,medium
USA,rather important,rather important,rather important,agree,agree,agree,rather happy,good,8,worse off,need to be very careful,quite a lot,not very much,10,8,NA,6,48,30-49 years,middle,medium
USA,very important,rather important,very important,agree,disagree,disagree,rather happy,good,8,better off,most people can be trusted,a great deal,quite a lot,1,6,9,4,59,50 years and over,middle,high
USA,very important,very important,very important,strongly agree,disagree,agree,very happy,good,8,about the same,need to be very careful,quite a lot,not very much,10,5,1,7,53,50 years and over,middle,medium
USA,very important,rather important,rather important,agree,agree,disagree,rather happy,very good,7,about the same,need to be very careful,a great deal,none at all,10,5,9,1,23,16-29 years,high,medium
USA,rather important,not very important,very important,strongly agree,disagree,agree,rather happy,fair,9,better off,need to be very careful,not very much,not very much,5,9,9,8,53,50 years and over,high,medium
USA,not at all important,not very important,rather important,strongly agree,strongly disagree,strongly disagree,very happy,very good,10,worse off,need to be very careful,not very much,a great deal,7,8,10,1,28,16-29 years,high,medium
USA,rather important,rather important,very important,agree,disagree,disagree,not very happy,fair,6,better off,need to be very careful,not very much,not very much,10,9,5,2,60,50 years and over,high,medium
USA,very important,not very important,not very important,agree,disagree,agree,rather happy,NA,8,about the same,need to be very careful,a great deal,quite a lot,3,5,4,2,30,30-49 years,lower,high
USA,rather important,very important,very important,strongly agree,strongly agree,agree,very happy,good,10,better off,need to be very careful,a great deal,a great deal,7,6,9,1,31,30-49 years,middle,high
USA,rather important,rather important,rather important,disagree,disagree,disagree,very happy,good,8,better off,most people can be trusted,not very much,not very much,6,5,9,1,20,16-29 years,high,medium
USA,rather important,not very important,very important,agree,strongly agree,strongly disagree,rather happy,good,7,worse off,need to be very careful,a great deal,none at all,10,10,1,10,61,50 years and over,middle,medium
USA,very important,not very important,very important,agree,disagree,disagree,rather happy,good,8,worse off,need to be very careful,a great deal,a great deal,8,1,5,6,25,16-29 years,middle,medium
USA,rather important,not very important,rather important,agree,strongly agree,agree,very happy,good,6,worse off,need to be very careful,not very much,none at all,1,10,3,5,28,16-29 years,lower,medium
USA,not very important,not at all important,very important,agree,agree,agree,rather happy,very good,10,worse off,need to be very careful,quite a lot,quite a lot,5,6,6,6,30,30-49 years,middle,low
USA,rather important,rather important,rather important,strongly agree,agree,disagree,rather happy,good,8,better off,need to be very careful,not very much,quite a lot,8,7,7,4,27,16-29 years,high,medium
USA,rather important,not very important,rather important,strongly agree,disagree,disagree,rather happy,very good,10,worse off,most people can be trusted,quite a lot,quite a lot,10,7,9,2,39,30-49 years,high,medium
USA,not very important,rather important,very important,disagree,disagree,disagree,very happy,very good,7,worse off,most people can be trusted,a great deal,quite a lot,10,8,7,6,32,30-49 years,middle,high
USA,rather important,rather important,rather important,agree,disagree,disagree,not very happy,good,10,about the same,need to be very careful,not very much,none at all,8,9,10,4,39,30-49 years,middle,low
USA,rather important,rather important,very important,strongly agree,strongly agree,strongly disagree,rather happy,fair,10,about the same,need to be very careful,not very much,quite a lot,10,10,10,1,27,16-29 years,middle,low
USA,very important,not very important,rather important,agree,disagree,disagree,rather happy,good,8,better off,most people can be trusted,quite a lot,quite a lot,8,10,10,1,34,30-49 years,high,medium
USA,very important,rather important,very important,strongly agree,disagree,strongly disagree,rather happy,very good,5,worse off,need to be very careful,quite a lot,none at all,6,5,7,8,30,30-49 years,middle,low
USA,not very important,rather important,very important,strongly disagree,agree,agree,not very happy,fair,7,worse off,need to be very careful,none at all,not very much,7,10,5,9,30,30-49 years,high,low
USA,rather important,not very important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,good,10,worse off,need to be very careful,quite a lot,quite a lot,3,8,10,1,31,30-49 years,middle,low
USA,rather important,not at all important,rather important,agree,disagree,strongly disagree,rather happy,very good,9,worse off,need to be very careful,quite a lot,not very much,1,9,3,7,29,16-29 years,high,medium
USA,very important,not very important,very important,disagree,strongly disagree,strongly disagree,very happy,very good,7,better off,need to be very careful,none at all,a great deal,6,10,10,1,19,16-29 years,middle,medium
USA,rather important,rather important,very important,strongly agree,strongly disagree,strongly disagree,rather happy,good,7,better off,most people can be trusted,not very much,quite a lot,9,6,8,2,49,30-49 years,high,high
USA,rather important,very important,not at all important,agree,agree,disagree,very happy,good,8,about the same,most people can be trusted,not very much,none at all,10,8,7,3,71,50 years and over,high,medium
USA,not very important,rather important,very important,disagree,agree,disagree,very happy,very good,10,about the same,need to be very careful,quite a lot,not very much,5,3,7,1,64,50 years and over,high,medium
USA,rather important,not very important,rather important,agree,agree,disagree,not very happy,fair,5,about the same,need to be very careful,quite a lot,quite a lot,7,6,6,6,33,30-49 years,high,medium
USA,very important,not very important,very important,agree,disagree,disagree,not very happy,good,10,worse off,need to be very careful,quite a lot,quite a lot,5,10,9,2,59,50 years and over,high,medium
USA,not very important,very important,not at all important,agree,disagree,disagree,rather happy,poor,6,better off,need to be very careful,quite a lot,not very much,7,10,4,3,76,50 years and over,middle,low
USA,very important,not at all important,not very important,disagree,strongly disagree,strongly disagree,rather happy,fair,5,worse off,need to be very careful,not very much,none at all,5,10,6,1,27,16-29 years,high,medium
USA,rather important,rather important,very important,strongly agree,disagree,disagree,rather happy,good,10,about the same,need to be very careful,not very much,none at all,10,8,9,1,40,30-49 years,middle,medium
USA,rather important,rather important,rather important,agree,disagree,disagree,rather happy,fair,8,about the same,most people can be trusted,quite a lot,not very much,8,7,8,2,68,50 years and over,high,low
USA,rather important,not very important,rather important,agree,disagree,disagree,very happy,very good,6,worse off,most people can be trusted,not very much,not very much,5,NA,8,4,31,30-49 years,high,medium
USA,not very important,not very important,not very important,disagree,agree,disagree,very happy,good,10,better off,need to be very careful,not very much,not very much,5,6,1,4,21,16-29 years,middle,medium
USA,very important,not very important,rather important,strongly agree,agree,agree,very happy,very good,8,worse off,most people can be trusted,not very much,not very much,10,6,8,1,19,16-29 years,high,medium
USA,very important,not at all important,not very important,strongly agree,strongly disagree,strongly disagree,rather happy,fair,7,better off,need to be very careful,not very much,quite a lot,5,4,9,2,63,50 years and over,high,medium
USA,very important,not very important,rather important,strongly agree,strongly disagree,strongly disagree,rather happy,good,7,better off,most people can be trusted,not very much,not very much,1,6,7,6,29,16-29 years,high,medium
USA,very important,very important,very important,strongly agree,disagree,disagree,rather happy,fair,7,worse off,most people can be trusted,not very much,a great deal,3,6,8,5,36,30-49 years,high,medium
USA,very important,not at all important,rather important,agree,disagree,disagree,rather happy,good,9,better off,need to be very careful,quite a lot,not very much,10,4,3,3,26,16-29 years,high,medium
USA,rather important,very important,not very important,agree,disagree,disagree,rather happy,fair,9,better off,need to be very careful,quite a lot,none at all,10,9,8,4,69,50 years and over,middle,medium
USA,rather important,rather important,rather important,agree,agree,disagree,rather happy,fair,7,worse off,most people can be trusted,quite a lot,not very much,6,8,9,2,20,16-29 years,middle,medium
USA,not very important,not very important,very important,strongly agree,agree,agree,rather happy,good,8,better off,need to be very careful,quite a lot,a great deal,10,10,8,2,29,16-29 years,high,medium
USA,not very important,not very important,very important,agree,disagree,strongly disagree,rather happy,fair,8,about the same,need to be very careful,not very much,quite a lot,4,5,8,1,63,50 years and over,high,medium
USA,very important,very important,very important,strongly agree,agree,agree,very happy,good,8,better off,most people can be trusted,quite a lot,not very much,7,7,7,7,83,50 years and over,high,low
USA,rather important,rather important,rather important,agree,strongly disagree,strongly disagree,very happy,good,8,better off,most people can be trusted,quite a lot,quite a lot,2,9,10,6,60,50 years and over,high,high
USA,very important,rather important,very important,agree,disagree,disagree,very happy,fair,6,about the same,most people can be trusted,quite a lot,none at all,5,7,5,5,52,50 years and over,high,medium
USA,rather important,not very important,very important,strongly agree,agree,disagree,rather happy,very good,9,worse off,need to be very careful,not very much,not very much,10,5,2,2,51,50 years and over,middle,medium
USA,very important,very important,not very important,agree,disagree,disagree,rather happy,fair,6,better off,most people can be trusted,not very much,quite a lot,10,7,7,8,20,16-29 years,middle,medium
USA,rather important,not very important,very important,agree,agree,agree,not very happy,good,6,worse off,need to be very careful,quite a lot,not very much,5,10,5,5,31,30-49 years,middle,low
USA,rather important,not very important,rather important,agree,disagree,strongly disagree,rather happy,good,7,worse off,need to be very careful,quite a lot,not very much,8,8,8,7,30,30-49 years,high,medium
USA,rather important,not very important,very important,agree,agree,disagree,rather happy,very good,10,better off,need to be very careful,not very much,none at all,10,10,9,5,30,30-49 years,middle,medium
USA,very important,very important,rather important,agree,agree,disagree,rather happy,good,10,better off,need to be very careful,quite a lot,not very much,10,9,10,5,46,30-49 years,high,medium
USA,rather important,not very important,not at all important,agree,strongly disagree,strongly disagree,rather happy,very good,8,worse off,need to be very careful,not very much,none at all,5,9,8,8,77,50 years and over,middle,low
USA,rather important,not very important,rather important,disagree,strongly disagree,strongly disagree,rather happy,good,10,about the same,need to be very careful,a great deal,not very much,1,10,4,5,36,30-49 years,middle,low
USA,not very important,rather important,very important,strongly agree,disagree,disagree,rather happy,fair,5,about the same,need to be very careful,quite a lot,quite a lot,10,10,1,5,44,30-49 years,middle,low
USA,rather important,not very important,very important,disagree,disagree,disagree,rather happy,very good,10,better off,most people can be trusted,quite a lot,quite a lot,9,7,8,7,37,30-49 years,high,medium
USA,rather important,rather important,rather important,agree,disagree,disagree,rather happy,good,7,better off,most people can be trusted,quite a lot,not very much,9,8,9,1,35,30-49 years,high,medium
USA,rather important,not very important,rather important,agree,agree,agree,rather happy,very good,7,worse off,need to be very careful,quite a lot,not very much,5,6,6,8,49,30-49 years,high,medium
USA,rather important,rather important,rather important,strongly agree,disagree,agree,rather happy,good,6,about the same,need to be very careful,quite a lot,not very much,10,6,8,1,21,16-29 years,middle,medium
USA,not very important,not very important,not at all important,disagree,agree,strongly disagree,not very happy,good,3,about the same,need to be very careful,not very much,none at all,10,10,3,1,32,30-49 years,high,medium
USA,rather important,rather important,very important,disagree,disagree,disagree,very happy,very good,9,worse off,most people can be trusted,quite a lot,none at all,7,7,2,4,67,50 years and over,high,medium
USA,rather important,not very important,not very important,disagree,disagree,disagree,very happy,good,10,better off,most people can be trusted,quite a lot,quite a lot,8,5,9,3,65,50 years and over,high,medium
USA,rather important,rather important,rather important,agree,agree,disagree,very happy,good,9,better off,most people can be trusted,quite a lot,quite a lot,10,9,7,6,53,50 years and over,middle,medium
USA,rather important,very important,very important,agree,disagree,disagree,rather happy,good,6,about the same,need to be very careful,a great deal,not very much,10,7,4,5,27,16-29 years,middle,medium
USA,very important,not very important,very important,strongly agree,strongly disagree,strongly disagree,very happy,good,10,better off,need to be very careful,quite a lot,quite a lot,10,10,10,1,74,50 years and over,middle,medium
USA,not very important,not very important,rather important,agree,disagree,disagree,rather happy,good,7,better off,most people can be trusted,none at all,not very much,7,7,5,5,46,30-49 years,high,medium
USA,not very important,rather important,not at all important,agree,disagree,disagree,rather happy,fair,6,better off,most people can be trusted,not very much,none at all,3,9,9,3,73,50 years and over,middle,medium
USA,rather important,very important,very important,strongly agree,agree,disagree,not very happy,very good,6,better off,need to be very careful,none at all,none at all,7,10,10,1,41,30-49 years,high,medium
USA,very important,rather important,not at all important,agree,disagree,disagree,rather happy,good,10,better off,need to be very careful,quite a lot,not very much,10,10,7,7,66,50 years and over,middle,medium
USA,very important,rather important,rather important,agree,disagree,strongly disagree,rather happy,fair,8,about the same,need to be very careful,not very much,quite a lot,4,4,10,10,34,30-49 years,high,medium
USA,very important,rather important,very important,disagree,agree,strongly disagree,very happy,very good,8,better off,need to be very careful,quite a lot,not very much,4,10,8,7,23,16-29 years,high,medium
USA,rather important,not very important,rather important,disagree,agree,disagree,very happy,very good,9,better off,need to be very careful,not very much,not very much,9,5,8,1,46,30-49 years,high,medium
USA,rather important,not very important,rather important,agree,strongly disagree,strongly disagree,rather happy,good,8,about the same,need to be very careful,quite a lot,not very much,5,8,7,5,28,16-29 years,high,low
USA,very important,very important,not at all important,agree,strongly disagree,strongly disagree,rather happy,good,10,worse off,most people can be trusted,not very much,not very much,10,6,10,1,67,50 years and over,high,medium
USA,very important,very important,very important,strongly agree,disagree,strongly disagree,not very happy,good,8,better off,need to be very careful,quite a lot,quite a lot,8,7,8,3,19,16-29 years,middle,high
USA,rather important,very important,very important,strongly agree,disagree,disagree,rather happy,good,10,better off,need to be very careful,a great deal,none at all,10,7,7,5,49,30-49 years,high,medium
USA,rather important,not very important,very important,agree,disagree,disagree,rather happy,fair,8,better off,need to be very careful,quite a lot,not very much,5,5,5,2,29,16-29 years,middle,low
USA,not very important,not very important,rather important,agree,strongly agree,agree,rather happy,very good,9,about the same,most people can be trusted,not very much,not very much,5,7,8,3,70,50 years and over,high,low
USA,very important,rather important,rather important,strongly agree,disagree,disagree,rather happy,good,10,worse off,most people can be trusted,quite a lot,not very much,10,6,8,6,28,16-29 years,high,medium
USA,rather important,not very important,rather important,agree,strongly disagree,disagree,very happy,very good,8,worse off,most people can be trusted,quite a lot,not very much,8,7,7,5,65,50 years and over,high,medium
USA,rather important,rather important,very important,agree,disagree,disagree,very happy,good,10,better off,need to be very careful,quite a lot,not very much,5,10,5,5,40,30-49 years,middle,medium
USA,rather important,rather important,rather important,agree,agree,agree,rather happy,good,8,worse off,need to be very careful,a great deal,not very much,10,4,7,4,42,30-49 years,middle,medium
USA,very important,rather important,rather important,disagree,disagree,disagree,very happy,very good,10,better off,need to be very careful,quite a lot,none at all,8,5,8,3,38,30-49 years,middle,medium
USA,very important,very important,NA,strongly agree,strongly agree,disagree,very happy,very good,10,worse off,need to be very careful,a great deal,not very much,10,10,5,8,89,50 years and over,middle,low
USA,very important,not very important,very important,strongly agree,NA,strongly disagree,very happy,fair,10,about the same,NA,quite a lot,NA,10,5,7,1,54,50 years and over,middle,low
USA,not very important,not very important,very important,disagree,strongly disagree,strongly disagree,rather happy,good,10,better off,need to be very careful,not very much,quite a lot,10,10,10,3,37,30-49 years,high,high
USA,very important,very important,very important,agree,disagree,strongly disagree,very happy,very good,10,better off,need to be very careful,quite a lot,not very much,10,10,10,7,31,30-49 years,high,medium
USA,not very important,not at all important,not at all important,agree,agree,disagree,very happy,very good,8,worse off,need to be very careful,not very much,none at all,10,10,3,2,69,50 years and over,high,medium
USA,rather important,rather important,not very important,disagree,disagree,disagree,rather happy,good,9,worse off,need to be very careful,a great deal,quite a lot,7,7,7,5,50,50 years and over,middle,low
USA,rather important,rather important,very important,agree,disagree,disagree,very happy,very good,8,better off,most people can be trusted,quite a lot,none at all,10,10,5,5,56,50 years and over,high,medium
USA,rather important,rather important,rather important,agree,disagree,disagree,rather happy,good,8,worse off,need to be very careful,not very much,not very much,9,10,6,2,25,16-29 years,high,NA
USA,not at all important,rather important,very important,disagree,disagree,disagree,not very happy,fair,7,better off,most people can be trusted,quite a lot,none at all,10,3,3,3,52,50 years and over,middle,medium
USA,not very important,not at all important,rather important,agree,strongly disagree,strongly disagree,rather happy,good,10,better off,need to be very careful,quite a lot,quite a lot,1,10,8,3,27,16-29 years,middle,medium
USA,rather important,not very important,rather important,strongly agree,disagree,disagree,rather happy,fair,6,better off,need to be very careful,none at all,not very much,3,6,9,3,33,30-49 years,middle,NA
USA,rather important,not very important,rather important,disagree,strongly disagree,strongly disagree,very happy,very good,10,worse off,most people can be trusted,quite a lot,not very much,8,4,6,4,51,50 years and over,middle,medium
USA,rather important,not very important,rather important,strongly disagree,agree,agree,rather happy,very good,10,better off,need to be very careful,none at all,none at all,10,10,6,5,37,30-49 years,high,medium
USA,rather important,very important,rather important,disagree,disagree,disagree,not very happy,good,4,worse off,most people can be trusted,quite a lot,none at all,8,10,4,3,62,50 years and over,middle,low
USA,rather important,rather important,rather important,agree,agree,agree,rather happy,good,8,better off,need to be very careful,quite a lot,quite a lot,6,6,5,5,37,30-49 years,middle,medium
USA,rather important,rather important,very important,strongly agree,disagree,disagree,rather happy,fair,5,better off,need to be very careful,quite a lot,not very much,5,10,5,8,61,50 years and over,middle,medium
USA,very important,rather important,rather important,agree,disagree,strongly disagree,rather happy,good,9,better off,need to be very careful,quite a lot,quite a lot,8,4,5,1,28,16-29 years,high,medium
USA,rather important,rather important,rather important,agree,disagree,disagree,very happy,very good,9,better off,most people can be trusted,quite a lot,not very much,5,7,6,4,66,50 years and over,high,medium
USA,very important,rather important,not at all important,agree,strongly disagree,strongly disagree,very happy,very good,10,better off,most people can be trusted,not very much,not very much,10,6,7,1,66,50 years and over,high,medium
USA,very important,not very important,very important,agree,disagree,disagree,very happy,good,7,better off,most people can be trusted,a great deal,quite a lot,10,5,10,1,46,30-49 years,high,medium
USA,very important,not very important,rather important,agree,disagree,strongly disagree,very happy,good,10,better off,most people can be trusted,quite a lot,not very much,10,7,9,6,30,30-49 years,high,medium
USA,very important,not very important,very important,agree,disagree,disagree,rather happy,very good,10,better off,most people can be trusted,quite a lot,quite a lot,8,8,10,3,37,30-49 years,high,medium
USA,rather important,not very important,very important,agree,disagree,disagree,rather happy,good,8,worse off,most people can be trusted,quite a lot,not very much,8,7,8,1,54,50 years and over,high,medium
USA,very important,rather important,very important,strongly agree,disagree,disagree,rather happy,very good,10,better off,most people can be trusted,a great deal,quite a lot,10,3,7,5,47,30-49 years,high,medium
USA,not very important,rather important,very important,agree,disagree,disagree,rather happy,poor,10,better off,most people can be trusted,a great deal,not very much,10,10,9,1,40,30-49 years,middle,medium
USA,rather important,not very important,rather important,agree,disagree,strongly disagree,very happy,very good,10,better off,most people can be trusted,quite a lot,a great deal,6,5,8,8,78,50 years and over,high,high
USA,not at all important,NA,very important,strongly agree,strongly disagree,strongly disagree,very happy,very good,10,worse off,most people can be trusted,a great deal,quite a lot,10,10,1,10,59,50 years and over,middle,medium
USA,rather important,rather important,rather important,agree,disagree,strongly disagree,rather happy,good,9,better off,need to be very careful,not very much,quite a lot,10,7,5,5,37,30-49 years,middle,medium
USA,rather important,not very important,not very important,agree,disagree,disagree,very happy,very good,9,better off,most people can be trusted,not very much,quite a lot,8,8,8,3,53,50 years and over,high,high
USA,rather important,not very important,rather important,agree,disagree,strongly disagree,rather happy,poor,5,better off,need to be very careful,not very much,not very much,5,10,5,5,47,30-49 years,middle,low
USA,rather important,not very important,not very important,agree,disagree,disagree,rather happy,good,7,worse off,need to be very careful,quite a lot,not very much,7,6,7,5,70,50 years and over,middle,medium
USA,rather important,rather important,not very important,disagree,disagree,disagree,not very happy,fair,5,about the same,need to be very careful,not very much,not very much,10,10,7,3,42,30-49 years,high,medium
USA,rather important,not very important,rather important,strongly agree,disagree,disagree,very happy,very good,10,worse off,need to be very careful,not very much,not very much,10,4,8,6,23,16-29 years,high,high
USA,rather important,rather important,very important,disagree,disagree,disagree,rather happy,very good,8,better off,most people can be trusted,quite a lot,quite a lot,4,7,7,5,60,50 years and over,high,medium
USA,not very important,very important,rather important,agree,agree,disagree,rather happy,very good,9,about the same,need to be very careful,a great deal,not very much,10,8,2,5,65,50 years and over,high,high
USA,not very important,not very important,rather important,disagree,disagree,disagree,rather happy,good,NA,about the same,need to be very careful,not very much,not very much,10,7,7,8,62,50 years and over,middle,low
USA,rather important,not very important,very important,agree,agree,disagree,rather happy,good,10,about the same,need to be very careful,none at all,none at all,8,10,2,1,70,50 years and over,high,high
USA,very important,rather important,rather important,strongly agree,disagree,disagree,very happy,good,9,worse off,most people can be trusted,quite a lot,quite a lot,7,8,7,5,33,30-49 years,middle,medium
USA,very important,very important,very important,strongly agree,disagree,disagree,rather happy,good,9,worse off,need to be very careful,quite a lot,quite a lot,10,8,7,8,32,30-49 years,high,medium
USA,very important,very important,rather important,agree,agree,disagree,not very happy,good,8,worse off,need to be very careful,a great deal,none at all,10,10,8,7,71,50 years and over,middle,low
USA,rather important,not very important,rather important,strongly agree,disagree,strongly disagree,rather happy,good,7,worse off,most people can be trusted,not very much,quite a lot,10,7,6,3,19,16-29 years,middle,medium
USA,very important,very important,not very important,strongly agree,disagree,disagree,very happy,good,8,better off,most people can be trusted,quite a lot,not very much,10,9,8,2,56,50 years and over,high,medium
USA,rather important,not very important,very important,strongly agree,disagree,disagree,not at all happy,very poor,1,about the same,need to be very careful,none at all,not very much,3,10,9,10,54,50 years and over,middle,low
USA,rather important,rather important,very important,agree,disagree,disagree,rather happy,fair,10,worse off,need to be very careful,quite a lot,none at all,9,8,7,3,62,50 years and over,high,medium
USA,very important,not very important,not at all important,strongly agree,strongly disagree,strongly disagree,very happy,good,10,better off,need to be very careful,quite a lot,quite a lot,10,10,7,4,63,50 years and over,middle,medium
USA,rather important,rather important,very important,disagree,disagree,disagree,rather happy,good,10,better off,need to be very careful,not very much,quite a lot,7,6,8,1,58,50 years and over,middle,high
USA,very important,not very important,not very important,agree,agree,agree,rather happy,very good,10,better off,most people can be trusted,quite a lot,not very much,8,8,6,8,20,16-29 years,middle,medium
USA,rather important,not very important,rather important,agree,disagree,disagree,very happy,good,9,worse off,need to be very careful,quite a lot,none at all,1,10,5,10,21,16-29 years,middle,low
USA,rather important,rather important,very important,agree,disagree,disagree,rather happy,very good,9,worse off,most people can be trusted,quite a lot,quite a lot,5,8,7,4,34,30-49 years,high,medium
USA,rather important,rather important,rather important,disagree,agree,agree,rather happy,very good,10,worse off,most people can be trusted,quite a lot,not very much,5,5,8,4,58,50 years and over,middle,medium
USA,rather important,rather important,very important,agree,disagree,strongly disagree,rather happy,fair,8,better off,need to be very careful,quite a lot,not very much,5,8,8,1,25,16-29 years,middle,low
USA,rather important,not very important,not very important,disagree,disagree,strongly disagree,very happy,good,8,better off,most people can be trusted,not very much,not very much,9,6,8,6,53,50 years and over,high,medium
USA,rather important,not very important,rather important,strongly agree,agree,disagree,rather happy,good,8,better off,need to be very careful,quite a lot,quite a lot,9,7,10,3,26,16-29 years,high,medium
USA,not very important,rather important,rather important,agree,NA,disagree,not very happy,fair,10,worse off,need to be very careful,none at all,not very much,5,10,5,2,62,50 years and over,high,medium
USA,very important,rather important,rather important,strongly agree,agree,agree,rather happy,good,10,worse off,most people can be trusted,quite a lot,quite a lot,10,6,5,7,29,16-29 years,middle,medium
USA,very important,rather important,rather important,strongly agree,disagree,disagree,rather happy,fair,4,worse off,need to be very careful,not very much,not very much,10,8,5,1,27,16-29 years,high,medium
USA,rather important,not very important,not very important,strongly agree,agree,agree,rather happy,good,9,worse off,most people can be trusted,quite a lot,quite a lot,10,7,5,5,32,30-49 years,high,medium
USA,rather important,very important,very important,agree,agree,disagree,rather happy,good,NA,about the same,most people can be trusted,quite a lot,not very much,9,9,7,3,65,50 years and over,middle,medium
USA,rather important,not very important,rather important,NA,strongly disagree,strongly disagree,rather happy,very good,6,better off,most people can be trusted,not very much,quite a lot,5,8,10,7,43,30-49 years,high,medium
USA,rather important,not very important,rather important,disagree,disagree,disagree,very happy,very good,7,worse off,most people can be trusted,not very much,not very much,7,8,5,3,26,16-29 years,high,medium
USA,very important,rather important,rather important,agree,disagree,disagree,not very happy,fair,5,better off,need to be very careful,quite a lot,not very much,10,10,10,9,53,50 years and over,middle,medium
USA,very important,rather important,very important,strongly agree,agree,disagree,very happy,good,10,better off,need to be very careful,not very much,not very much,10,10,5,5,81,50 years and over,high,NA
USA,rather important,rather important,rather important,agree,disagree,strongly disagree,rather happy,good,9,worse off,most people can be trusted,quite a lot,not very much,8,9,8,6,60,50 years and over,middle,medium
USA,rather important,rather important,very important,strongly agree,agree,disagree,very happy,very good,9,worse off,need to be very careful,quite a lot,quite a lot,9,7,7,5,37,30-49 years,high,medium
USA,very important,rather important,rather important,strongly agree,strongly agree,agree,very happy,very good,10,better off,need to be very careful,a great deal,quite a lot,6,8,8,3,31,30-49 years,middle,medium
USA,rather important,not very important,very important,strongly agree,disagree,disagree,rather happy,fair,8,worse off,most people can be trusted,quite a lot,a great deal,7,7,10,3,28,16-29 years,high,medium
USA,rather important,not very important,rather important,strongly agree,disagree,strongly disagree,rather happy,good,10,better off,most people can be trusted,not very much,a great deal,4,6,9,2,34,30-49 years,high,high
USA,very important,not very important,rather important,agree,strongly disagree,strongly disagree,very happy,good,10,about the same,need to be very careful,quite a lot,quite a lot,8,10,5,10,57,50 years and over,middle,medium
USA,rather important,rather important,rather important,disagree,disagree,disagree,very happy,good,8,better off,most people can be trusted,quite a lot,quite a lot,8,7,4,5,33,30-49 years,high,medium
USA,rather important,not very important,rather important,agree,disagree,disagree,rather happy,good,8,worse off,most people can be trusted,quite a lot,none at all,9,8,5,5,29,16-29 years,high,medium
USA,not very important,not very important,very important,agree,disagree,strongly disagree,rather happy,good,7,about the same,need to be very careful,quite a lot,none at all,10,8,4,9,51,50 years and over,middle,medium
USA,very important,very important,very important,strongly disagree,disagree,disagree,not very happy,fair,10,better off,most people can be trusted,not very much,none at all,10,2,8,4,51,50 years and over,high,medium
USA,rather important,rather important,very important,agree,strongly agree,strongly agree,not very happy,good,4,about the same,need to be very careful,not very much,not very much,8,9,3,4,38,30-49 years,middle,medium
USA,rather important,not very important,rather important,agree,strongly disagree,strongly disagree,rather happy,good,7,better off,need to be very careful,not very much,quite a lot,5,8,7,3,27,16-29 years,high,medium
USA,rather important,rather important,rather important,strongly agree,agree,disagree,rather happy,good,7,better off,need to be very careful,quite a lot,none at all,5,8,10,5,28,16-29 years,high,medium
USA,rather important,not very important,rather important,strongly agree,agree,agree,rather happy,good,8,better off,most people can be trusted,quite a lot,quite a lot,5,5,9,3,29,16-29 years,high,medium
USA,rather important,not very important,rather important,agree,disagree,disagree,very happy,very good,9,about the same,need to be very careful,not very much,not very much,10,10,5,2,46,30-49 years,high,medium
USA,very important,not very important,not very important,agree,agree,disagree,rather happy,fair,8,better off,need to be very careful,quite a lot,not very much,6,7,7,8,29,16-29 years,middle,medium
USA,very important,rather important,very important,strongly agree,agree,disagree,rather happy,good,10,better off,most people can be trusted,quite a lot,quite a lot,8,8,8,7,30,30-49 years,middle,high
USA,rather important,very important,very important,agree,disagree,disagree,rather happy,very good,8,worse off,most people can be trusted,quite a lot,not very much,7,8,7,4,73,50 years and over,high,low
USA,very important,rather important,very important,strongly agree,disagree,disagree,rather happy,poor,10,worse off,need to be very careful,none at all,quite a lot,5,10,5,5,60,50 years and over,middle,medium
USA,very important,rather important,rather important,agree,agree,disagree,rather happy,very good,9,worse off,most people can be trusted,quite a lot,quite a lot,10,6,7,2,34,30-49 years,high,medium
USA,rather important,not very important,very important,disagree,disagree,disagree,rather happy,good,3,about the same,need to be very careful,not very much,quite a lot,5,10,7,3,51,50 years and over,middle,low
USA,very important,rather important,not at all important,agree,disagree,disagree,rather happy,fair,9,about the same,most people can be trusted,quite a lot,none at all,3,10,8,9,51,50 years and over,middle,medium
USA,rather important,not very important,rather important,agree,agree,agree,very happy,good,10,better off,need to be very careful,none at all,not very much,10,8,10,1,33,30-49 years,middle,medium
USA,very important,not very important,very important,agree,disagree,strongly disagree,very happy,very good,8,better off,need to be very careful,quite a lot,not very much,10,10,5,5,59,50 years and over,middle,low
USA,very important,not very important,very important,agree,strongly agree,strongly agree,rather happy,fair,10,about the same,need to be very careful,not very much,not very much,10,10,5,7,39,30-49 years,middle,medium
USA,rather important,rather important,very important,strongly disagree,strongly disagree,strongly disagree,rather happy,good,8,better off,most people can be trusted,quite a lot,not very much,5,10,8,5,59,50 years and over,high,medium
USA,very important,not very important,rather important,disagree,disagree,disagree,rather happy,good,10,better off,most people can be trusted,quite a lot,none at all,10,8,4,8,32,30-49 years,NA,NA
USA,very important,rather important,rather important,disagree,strongly disagree,strongly disagree,rather happy,very good,9,worse off,most people can be trusted,none at all,quite a lot,7,7,10,1,30,30-49 years,high,medium
