NEWID,BLS_URBN,CUTENURE,HIGH_EDU,FAM_SIZE,FINCBEFX,FRSHVEG,FRSHFRUT,FOODTOT,FOODAWAY,FOODHOME
04704121,1,1,16,4,164250,19.53,9.61,277.03,47.8,229.23
04704122,1,1,16,4,164250,5.3,18.13,309.47,183.63,125.84
04704181,1,2,16,2,78160,2.21683,16.14924,31.09001,0,31.09001
04704182,1,2,16,2,78160,14.10194,3.58387,198.58001,0,198.58001
04704261,1,2,14,4,200000,55.18,24.34,610.39,35.29,575.1
04704262,1,2,14,4,200000,3.59,14.26,149.6,7.95,141.65
04704281,1,2,12,1,20150,4.9,0,58.94,9,49.94
04704282,1,2,12,1,20150,0,0,0,0,0
04704311,1,1,15,2,62000,4.18,5.21,54.52,0,54.52
04704312,1,1,15,2,62000,3.99,0,37.38,5.53,31.85
04704341,1,2,13,1,42500,13.64,0,43.58,0,43.58
04704342,1,2,13,1,42500,0,0,53.28,0,53.28
04704401,1,4,13,5,17736,4.26,7.16,265.45,116.28,149.17
04704402,1,4,13,5,17736,7.64,0,265.97,86.45,179.52
04704421,1,2,16,2,101100,0,17.98,193.74,0,193.74
04704422,1,2,16,2,101100,52.77,11.93,90.19,11.38,78.81
04704451,1,1,15,3,79000,24.38,15.37,180.32,29.09,151.23
04704452,1,1,15,3,79000,2.96,11.74,225.96,24.89,201.07
04704491,1,2,14,1,50000,8.67574,9.09474,160.00001,51,109.00001
04704492,1,2,14,1,50000,0,3.95908,68,0,68
04704511,1,1,12,2,41230,9.76309,29.57774,270.43001,12.39,258.04001
04704512,1,1,12,2,41230,0,0,0,0,0
04704571,1,1,16,3,154827,13.05427,36.38047,368.74,122.35,246.39
04704572,1,1,16,3,154827,16.91927,33.25786,426.34999,171.76,254.58999
04704611,1,4,13,3,51936,1.68,4.6,50.29,14.89,35.4
04704612,1,4,13,3,51936,0,0,0,0,0
04704631,1,4,16,1,35000,0,0,11.52,11.52,0
04704632,1,4,16,1,35000,2.59,1.03,41.6,5.36,36.24
04704641,2,4,13,3,25248,0,0,150,60,90
04704642,2,4,13,3,25248,13.41267,8.16357,149,20,129
04704651,1,2,11,3,32856,10.26,2.89,160.88,64.23,96.65
04704652,1,2,11,3,32856,0,0,0,0,0
04704721,1,1,15,3,150000,7.21,5.84,142.12,44.5,97.62
04704722,1,1,15,3,150000,0,0,0,0,0
04704731,1,1,16,1,26982,0,2.38,85.62,14.69,70.93
04704732,1,1,16,1,26982,0,0.76,103.59,57.09,46.5
04704751,1,4,10,7,21900,25.77,30.85,265.97,0,265.97
04704752,1,4,10,7,21900,16.89,25.99,281.94832,9.39832,272.55
04704781,1,2,16,4,776063,0,0,47.22,0,47.22
04704782,1,2,16,4,776063,30.55,25.2,353.62001,0,353.62001
04704801,1,1,15,2,175000,0,0,69.89,40.97,28.92
04704802,1,1,15,2,175000,0,0,115.06,0,115.06
04704851,2,4,10,3,88400,0,29.66,77.73,0.89,76.84
04704852,2,4,10,3,88400,0,0,0,0,0
04704871,2,2,15,4,22950,2.19,0,33.91,8.07,25.84
04704872,2,2,15,4,22950,40.09,11.46,446.99,0,446.99
04704901,1,1,15,1,37552,8.45,20.83,169.63,74.6,95.03
04704902,1,1,15,1,37552,30.68,21.89,200.2,51.42,148.78
04704941,1,4,16,4,70000,4.38,5.69,94.99,43.55,51.44
04704942,1,4,16,4,70000,17.57,0,120.69,0,120.69
04704981,1,4,16,3,1400,0.94,1.17,69.15,6.99,62.16
04704982,1,4,16,3,1400,1.76,0.55,140.27,0,140.27
04704991,1,1,14,7,160200,2.20664,13.80525,171.48998,56.57,114.91998
04704992,1,1,14,7,160200,31.41,19.17,564.6,273.23,291.37
04705081,1,4,13,4,40680,17.43366,11.80487,196.19999,26.2,169.99999
04705082,1,4,13,4,40680,2.99,15.59,74.38,12,62.38
04705151,1,4,15,1,1018,0,5.87432,138,113,25
04705152,1,4,15,1,1018,0,4.80743,232.40098,92.40099,139.99999
04705191,1,4,15,2,8260,14.9108,12.15694,158.00001,18,140.00001
04705192,1,4,15,2,8260,0,0,24,24,0
04705211,1,4,16,2,30700,19.66,6.78,85.83,19.84,65.99
04705212,1,4,16,2,30700,0,0,36.76,27.27,9.49
04705231,1,1,13,2,40182,0,9.76426,147.99998,48,99.99998
04705232,1,1,13,2,40182,0,0,60,60,0
04705241,2,2,13,1,85682,10.87,2.99,82.35,3,79.35
04705242,2,2,13,1,85682,5.0111,11.4689,77.88,43.96,33.92
04705271,1,4,15,1,52000,2.80806,11.44971,200.94999,60.95,139.99999
04705272,1,4,15,1,52000,6.96389,11.55778,99.00002,0,99.00002
04705281,1,4,12,4,19600,5.52,16.12,136.29,21.1,115.19
04705282,1,4,12,4,19600,13.71,6,154.69999,37.51,117.18999
04705301,1,1,13,2,52532,3.58,4.14,159.8,82.31,77.49
04705302,1,1,13,2,52532,7.28,3.23,163.93,42.49,121.44
04705311,1,1,16,2,102432,2.28,15.3,65.19,26.3,38.89
04705312,1,1,16,2,102432,0,13.51,79.3,0,79.3
04705341,1,2,16,3,170412,45.32,3.31,162.57,8.77,153.8
04705342,1,2,16,3,170412,0,0,10.58,0,10.58
04705351,1,1,14,2,113217,5.94,38.7,161.27,49.2,112.07
04705352,1,1,14,2,113217,5.30006,4.63192,142.08999,0,142.08999
04705381,1,2,12,2,52182,0,0,0,0,0
04705382,1,2,12,2,52182,16.69609,23.66899,372.00003,0,372.00003
04705401,1,1,15,2,0,0,0,101.6,101.6,0
04705402,1,1,15,2,0,21.79265,21.29038,279.26,27.96,251.3
04705411,1,2,12,2,55564,16.17,15.82,87.17,0,87.17
04705412,1,2,12,2,55564,13.2,20.65,133.31,0,133.31
04705421,1,1,15,4,142001,0,23.96,175.71,23.63,152.08
04705422,1,1,15,4,142001,19.83,32.43,266.72,20.26,246.46
04705461,1,4,16,1,0,23.12,17.07,111.98,0,111.98
04705462,1,4,16,1,0,13.9,0,103.36,3.78,99.58
04705471,1,1,12,2,98000,0,0,111.03,111.03,0
04705472,1,1,12,2,98000,0,15.94,241.38,18.92,222.46
04705481,1,4,12,2,0,0,4.49,29.52,0,29.52
04705482,1,4,12,2,0,0,0,191.9,191.9,0
04705511,1,2,13,2,5800,34.39195,12.20806,93.70001,0,93.70001
04705512,1,2,13,2,5800,0,43.98,71.46,0,71.46
04705541,1,1,15,4,103000,5.37285,5.91853,121.22999,41.98,79.24999
04705542,1,1,15,4,103000,2.7956,7.35554,217.98999,54.37,163.61999
04705551,1,4,12,2,1500,0,7.49,89.19,0,89.19
04705552,1,4,12,2,1500,2.06,10.55,189.62522,15.21522,174.41
04705571,1,1,15,1,37182,14.35075,8.58479,168.57998,0,168.57998
04705572,1,1,15,1,37182,12.18762,7.39627,105.88001,33.54,72.34001
04705581,2,2,14,1,20700,0,4.31948,106.04001,63.58,42.46001
04705582,2,2,14,1,20700,0,0,70.49,14.42,56.07
04705591,1,4,15,5,96000,14.08,10.64,188.7,26,162.7
04705592,1,4,15,5,96000,0,0,84.7,82,2.7
04705601,1,2,14,1,15600,0,0,11.26,5.44,5.82
04705602,1,2,14,1,15600,0,0,17.2,9.84,7.36
04705641,1,1,12,2,26620,13.36,14.42,318.51,118.57,199.94
04705642,1,1,12,2,26620,12.19,0,161.2,39.97,121.23
04705651,1,1,14,3,53082,0,0,229.63,97.12,132.51
04705652,1,1,14,3,53082,5.99,0.55,268.73,35.04,233.69
04705681,1,1,16,4,78000,5.9,1.12,99.67,0,99.67
04705682,1,1,16,4,78000,0,5.17,49.14,0,49.14
04705771,1,1,15,2,137000,10.74,15.4,177.4,97.99,79.41
04705772,1,1,15,2,137000,0,0,221,131,90
04705801,2,1,12,3,51000,0,0,164.36,78.29,86.07
04705802,2,1,12,3,51000,19.05,17.65,157.1,48.38,108.72
04705821,1,2,14,2,83000,0,0,207.31,81.19,126.12
04705822,1,2,14,2,83000,1.2,0,181.39,73.67,107.72
04705841,1,1,14,1,7500,6.56,4.7,108.6,0,108.6
04705842,1,1,14,1,7500,0,0,2.58,0,2.58
04705861,1,1,16,1,100000,0,0,118.78,72.27,46.51
04705862,1,1,16,1,100000,16.62534,8.49914,156.76,76.6,80.16
04705891,1,1,15,3,0,2.27,2.5,137.92,18.1,119.82
04705892,1,1,15,3,0,3,1.75,209.69,100.9,108.79
04705971,1,2,15,2,41960,0,0,18.99,0,18.99
04705972,1,2,15,2,41960,19.1,0,76.98,0,76.98
04705981,1,1,16,1,78000,1.29,0,120.29,21.65,98.64
04705982,1,1,16,1,78000,0,0,126.1,34.31,91.79
04706001,1,4,12,1,65000,0,0,29.64,8.96,20.68
04706002,1,4,12,1,65000,2,0,42.75,0,42.75
04706011,1,1,13,1,70000,0,0,144.37,50.45,93.92
04706012,1,1,13,1,70000,0,0,26.38,0,26.38
04706051,1,1,15,1,35000,5.35,1.74,46.86364,2.76364,44.1
04706052,1,1,15,1,35000,2.22,0,25.45,0,25.45
04706081,1,3,12,2,0,0,0,0,0,0
04706082,1,3,12,2,0,0,0,0,0,0
04706091,1,2,12,1,0,6.15,0,83.97,47.98,35.99
04706092,1,2,12,1,0,0,0,92.31,82.65,9.66
04706151,1,1,16,2,0,43.84,12.31,271.47,0,271.47
04706152,1,1,16,2,0,37.46,16.67,255.13,35.29,219.84
04706161,1,1,15,1,16182,1.61,2.73091,32.38,0,32.38
04706162,1,1,15,1,16182,0,0,75.3,0,75.3
04706171,1,4,15,3,110000,11.92,9.43,626.93958,280.65958,346.28
04706172,1,4,15,3,110000,5.28,6.31,243.94,173.01,70.93
04706182,1,1,15,1,73192,13,4.99,41.28,0,41.28
04706201,2,2,12,4,70000,5.2,0,299.65,124.22,175.43
04706202,2,2,12,4,70000,7.62,9.73,646.47,255.83,390.64
04706221,1,2,14,2,122010,3.96,0,108.29,6.75,101.54
04706222,1,2,14,2,122010,6.56,5.49,145.62,0,145.62
04706261,1,2,13,1,27200,21.57,8.67,115.26,0,115.26
04706262,1,2,13,1,27200,2.21,0.43,17.9,0,17.9
04706271,1,1,15,2,299479,0.99,1.07,113.7,0,113.7
04706272,1,1,15,2,299479,4.4,4.98,97.37,70,27.37
04706291,1,4,16,2,117673,23.69,0,248.87,0,248.87
04706292,1,4,16,2,117673,10.73,0,243.12,0,243.12
04706331,1,1,14,4,121000,5.98,14.96,209.44,42.64,166.8
04706332,1,1,14,4,121000,0,0,145.53,145.53,0
04706391,1,1,15,3,100000,9.59,7.25,306.94,187.75,119.19
04706392,1,1,15,3,100000,7.25,12.34,324.49,191.53,132.96
04706401,1,4,12,2,10447,20.03637,4.39,151.34987,20.16987,131.18
04706402,1,4,12,2,10447,0,9.24489,88.25,22.04,66.21
04706441,1,1,16,4,335492,3.12,10.11,539.24,360.8,178.44
04706442,1,1,16,4,335492,7.43,29.76041,489.17,256.22,232.95
04706481,1,4,15,2,24871,20.52,8.99,332.93,160.66,172.27
04706482,1,4,15,2,24871,18.9,15.15,288.08,155.26,132.82
04706611,1,1,13,2,111000,16.42,2.5,173.88,55.8,118.08
04706612,1,1,13,2,111000,1.49,6.07,114.67,40.77,73.9
04706621,1,4,16,2,300000,0,9.5777,226.53999,173,53.53999
04706622,1,4,16,2,300000,0,0,195.51,171,24.51
04706651,1,2,14,1,20220,0,0,67.3,29,38.3
04706652,1,2,14,1,20220,2.98,5.71,167.76,26,141.76
04706661,1,1,13,6,65000,0,0,129.2,120.74,8.46
04706662,1,1,13,6,65000,0,5.98,29.9,0,29.9
04706681,1,1,15,2,150637,1.98,7.48,178.57,24.94,153.63
04706682,1,1,15,2,150637,4.5,1.46,184.98,0,184.98
04706701,1,4,14,1,31891,26.49,3.31,98.6,0,98.6
04706702,1,4,14,1,31891,4.02,0,92.79,0,92.79
04706711,1,1,13,2,0,0,0,40.53,0,40.53
04706712,1,1,13,2,0,2.5,0,75.53,0,75.53
04706761,1,4,10,3,17988,10.05,19.61,237.61001,0,237.61001
04706762,1,4,10,3,17988,13.56,16.85,134.38,0,134.38
04706791,1,1,13,2,129600,8.21113,7.92092,285.31,75,210.31
04706792,1,1,13,2,129600,0,0,156.5,156.5,0
04706801,1,4,12,1,6404,7.51,0,80.24,7.42,72.82
04706802,1,4,12,1,6404,30.42,9.84,162.24,5,157.24
04706811,1,2,14,1,23382,0,0,71.25,0,71.25
04706812,1,2,14,1,23382,0,0,35.91,0,35.91
04706871,1,2,12,1,20682,0,5.95,26.94,0,26.94
04706872,1,2,12,1,20682,0,0,32.58,32.58,0
04706921,1,4,15,1,50000,0,0,5,5,0
04706922,1,4,15,1,50000,0,0,55,10,45
04706941,1,1,15,1,0,0,0,30.8905,30.8905,0
04706942,1,1,15,1,0,0,0,3.49,0,3.49
04706971,1,1,14,1,60,1.37,0.68,37.83,0,37.83
04706972,1,1,14,1,60,3.05,0,37.08,18.14,18.94
04706991,1,4,14,1,3200,9.34,9.68,35.84,0,35.84
04706992,1,4,14,1,3200,4.5,3.25,57.99,0,57.99
04707091,1,4,12,3,0,74,3.99,248.63001,0,248.63001
04707092,1,4,12,3,0,5.99,0,19.76,0,19.76
04707111,1,1,15,3,130000,14.97,13.17,372.72,123.99,248.73
04707112,1,1,15,3,130000,8.46,3.49,118.04,38.27,79.77
04707131,1,4,15,1,3800,8.43,0,98.3,0,98.3
04707132,1,4,15,1,3800,14.24,11,35.82,0,35.82
04707171,1,1,16,5,0,7.99,8.8,323.56,43.21,280.35
04707172,1,1,16,5,0,5.31,11.93,275.23,96.23,179
04707181,1,1,15,3,180000,1.99833,0,398,380,18
04707182,1,1,15,3,180000,1.68396,0,787.85357,734.85357,53
04707201,1,2,16,2,68704,0,2.99,61.53,7.95,53.58
04707202,1,2,16,2,68704,1.81,1.74,35.76,7.99,27.77
04707211,1,1,16,2,170000,0,0,10.8,10.8,0
04707212,1,1,16,2,170000,0,0,12.52,12.52,0
04707251,1,1,16,2,111982,29.67932,25.24591,328.87999,17.22,311.65999
04707252,1,1,16,2,111982,3.97,18.21,177.74,63.19,114.55
04707341,1,2,16,2,92347,4.98,7.43,127.63,30.02,97.61
04707342,1,2,16,2,92347,10.49,6.61,197.91,57.37,140.54
04707361,1,4,15,3,67120,0,0,34.82,34.82,0
04707362,1,4,15,3,67120,0,0,24.85,24.85,0
04707411,1,4,16,4,41302,12.52932,7.62593,216.76999,53.62,163.14999
04707412,1,4,16,4,41302,2.15427,5.66813,41.4,0,41.4
04707431,1,1,15,2,30080,0,0,0,0,0
04707432,1,1,15,2,30080,18.42,10.6,118.59,28,90.59
04707481,1,4,13,1,5000,5.47853,0,48.9,8.65,40.25
04707482,1,4,13,1,5000,12.11852,16.60148,51.67256,14.19256,37.48
04707491,1,4,13,2,92600,23.91533,27.23288,261.79,39.58,222.21
04707492,1,4,13,2,92600,8.82769,15.03112,162.07999,18.5,143.57999
04707541,2,2,14,3,23162,0,0,92.52685,5.56685,86.96
04707542,2,2,14,3,23162,0,0,82.81,30.45,52.36
04707551,1,1,15,6,125000,0,0,0,0,0
04707552,1,1,15,6,125000,4.35,11.41,71.48,6.5,64.98
04707581,1,1,15,3,50000,0,0,20,20,0
04707582,1,1,15,3,50000,0,0,93.97,82.99,10.98
04707601,1,4,16,1,90950,3.8,0,83.06,0,83.06
04707602,1,4,16,1,90950,0,0,44.08,0,44.08
04707621,1,2,11,1,2984,0,5.15,41.72,2.98,38.74
04707622,1,2,11,1,2984,0,3.47,54.95,6.48,48.47
04707631,1,4,11,1,1900,0,0,7.27,0,7.27
04707632,1,4,11,1,1900,0,0,12.62,0,12.62
04707641,1,1,16,3,186040,8.55459,8.70621,119.99997,0,119.99997
04707642,1,1,16,3,186040,9.98285,18.35888,283.67999,0,283.67999
04707801,1,2,12,1,0,2.04696,4.14755,105.00002,15,90.00002
04707802,1,2,12,1,0,0,8.07361,132,12,120
04707841,1,4,16,2,0,0,4.29429,107,70,37
04707842,1,4,16,2,0,0,0,0,0,0
04707911,1,3,13,1,0,11.87977,3.01912,134.99999,35,99.99999
04707912,1,3,13,1,0,3.09135,4.49034,114.99999,15,99.99999
04707951,1,1,15,2,175000,9.66,19.72,199.66,70.75,128.91
04707952,1,1,15,2,175000,0,0,102.36,102.36,0
04707981,1,2,12,1,24782,5.58,5.18,57.38,0,57.38
04707982,1,2,12,1,24782,0,0,0,0,0
04707991,2,4,13,6,44349,0,0,182.82879,127.58879,55.24
04707992,2,4,13,6,44349,0,0,137.96,108.49,29.47
04708041,1,4,15,1,75000,0,6,9.68,0,9.68
04708042,1,4,15,1,75000,0,6,39,0,39
04708071,1,1,14,1,2000,0,8.69816,75,0,75
04708072,1,1,14,1,2000,9.0274,3.83619,125,0,125
04708101,1,1,15,3,27782,1.90792,0,87.35,69.59,17.76
04708151,1,1,15,2,81344,20.95,25.84,281.88,92.86,189.02
04708152,1,1,15,2,81344,0,1.59,170.75078,133.34078,37.41
04708181,1,2,12,2,28850,2.43,4.86,102.59,22.35,80.24
04708182,1,2,12,2,28850,7.28,0,136.31,13.04,123.27
04708211,1,1,15,2,83450,4.01,13.95,156.06,0,156.06
04708212,1,1,15,2,83450,1.5,18.29,35.32,0,35.32
04708231,1,1,15,2,54400,13.46,0,59.76,0,59.76
04708232,1,1,15,2,54400,44.17192,24.44327,437.29999,111.71,325.58999
04708261,1,1,14,1,43160,0,5.43,197.59,31.33,166.26
04708262,1,1,14,1,43160,10.61,4.97,76.57,0,76.57
04708281,2,4,15,1,5442,0,5,61.49,14.59,46.9
04708282,2,4,15,1,5442,6.38,0,51.93,19.08,32.85
04708291,1,2,15,2,82247,9.21014,16.95736,151.79998,0,151.79998
04708292,1,2,15,2,82247,2.95782,4.29638,48.6,8.65,39.95
04708301,1,1,15,1,24360,0,0,16.87,16.87,0
04708302,1,1,15,1,24360,0,0,5.88,0,5.88
04708331,1,4,16,4,106000,7.48,8.05,125.28,93.26,32.02
04708332,1,4,16,4,106000,0,0,33.81,33.81,0
04708341,1,1,16,2,267991,7.2,45.84,163.58,0,163.58
04708342,1,1,16,2,267991,0,12.58,71.58,32.99,38.59
04708361,1,4,14,3,52980,0,0,96,29,67
04708362,1,4,14,3,52980,15.44022,3.84633,185.61999,73,112.61999
04708371,1,1,15,2,0,7.91,0.35,103.49,26.85,76.64
04708372,1,1,15,2,0,4.42,0.52,47.95,12.99,34.96
04708392,1,2,15,1,60892,0,0,0,0,0
04708411,1,1,15,4,85000,0,0,15.45,0,15.45
04708412,1,1,15,4,85000,5,3,34.56,0,34.56
04708451,1,2,12,2,0,19.32,20.62,353.08,175.72,177.36
04708452,1,2,12,2,0,21.65,22.28,236,127.36,108.64
04708481,1,2,16,2,233426,0,0,98.8,67.8,31
04708482,1,2,16,2,233426,41.55718,48.70432,862.00003,58,804.00003
04708491,1,4,15,4,36000,8.45,1.93,89.54,21.7,67.84
04708492,1,4,15,4,36000,0,3.7,72.03,14.64,57.39
04708531,1,1,15,3,60500,8.73,0,66.77,34.95,31.82
04708532,1,1,15,3,60500,2.76,0,109.94,29.72,80.22
04708541,1,3,14,1,0,0,0,0,0,0
04708542,1,3,14,1,0,0,0,0,0,0
04708561,1,2,15,2,110000,1.99,0,74.23,0,74.23
04708562,1,2,15,2,110000,0,0,7.97,0,7.97
04708591,1,1,16,5,217410,17.41585,27.72856,476.71002,43.95,432.76002
04708592,1,1,16,5,217410,22.27538,35.70658,445.99997,38.98,407.01997
04708621,1,1,16,4,120000,11.85003,28.14997,275,0,275
04708622,1,1,16,4,120000,0,0,0,0,0
04708641,1,2,12,2,3564,8.84,0,167.47279,4.63279,162.84
04708642,1,2,12,2,3564,4.27,0,25.08,0,25.08
04708671,1,4,12,3,55000,49.6605,32.47,337.23,30.55,306.68
04708672,1,4,12,3,55000,23.91,7.86,210.71,20.8,189.91
04708761,1,4,16,2,150000,1.83932,3.72683,25.89,0,25.89
04708762,1,4,16,2,150000,0,0,192.88,68,124.88
04708781,1,4,14,6,34000,0,0,30.04,0,30.04
04708782,1,4,14,6,34000,3.63,8.55,62.61,0,62.61
04708791,1,1,12,2,62002,17.94,4.99,206.91,13.5,193.41
04708792,1,1,12,2,62002,0,2.99,195.17,118.92,76.25
04708811,1,4,13,6,0,2.85021,9.92269,380.00002,150,230.00002
04708812,1,4,13,6,0,0,0,150,150,0
04708841,1,1,15,4,236500,0,0,144.32,71.04,73.28
04708842,1,1,15,4,236500,0,5.75,58.68,4.52,54.16
04708851,1,1,13,1,1440,0,0,10.98,0,10.98
04708852,1,1,13,1,1440,0,0,51.29,0,51.29
04708861,1,2,15,5,76364,16.91,0,93.22,28.61,64.61
04708862,1,2,15,5,76364,4.93,11.52,109.78,32.56,77.22
04708871,1,4,15,2,130000,2.49,14.71,56.9,17.37,39.53
04708872,1,4,15,2,130000,0,0,25.51,25.51,0
04708881,1,1,15,2,65330,0,0,25.11,25.11,0
04708882,1,1,15,2,65330,3.86,10.19,110.26,28.6,81.66
04708911,1,1,13,6,110000,0,0,100,100,0
04708912,1,1,13,6,110000,0,0,100,100,0
04708941,1,4,12,4,8444,1.49,3.71,59.15,0,59.15
04708942,1,4,12,4,8444,0,3.67,45.16,0,45.16
04708951,1,1,14,2,62000,0,0,72.63,0,72.63
04708952,1,1,14,2,62000,1.6,0,55.94,4.02,51.92
04708961,1,4,13,2,14851,0,0,21,0,21
04708962,1,4,13,2,14851,40,8,76,0,76
04708991,1,1,15,6,71578,0,0,49.52,0,49.52
04708992,1,1,15,6,71578,0,0,10.06,0,10.06
04709001,1,1,13,1,77000,0,5.15,106.12,29,77.12
04709041,1,1,14,1,50382,0,0,35.22,15,20.22
04709042,1,1,14,1,50382,0,5.03,43.22,2.7,40.52
04709051,1,2,12,3,64188,9.75,6.21,237.31,0,237.31
04709052,1,2,12,3,64188,0,6.55,79.44,12.56,66.88
04709091,1,1,16,3,226382,15.34,4.48,185.05,27.54,157.51
04709092,1,1,16,3,226382,13.65,4,279.1,241.47,37.63
04709111,2,2,11,1,13302,1.99,0,83.45,0,83.45
04709112,2,2,11,1,13302,3.98,9.62,151.29,0,151.29
04709121,1,2,12,5,24000,0,0,122.72,11.41,111.31
04709122,1,2,12,5,24000,0,0,82.67,11.76,70.91
04709181,2,2,15,2,67924,0,0,48.67,26.5,22.17
04709182,2,2,15,2,67924,4.67,10.31,157.37,90.76,66.61
04709201,1,1,12,1,45000,0,0,35.3,16.46,18.84
04709202,1,1,12,1,45000,3.72,0,102.28999,0,102.28999
04709241,1,2,12,1,28536,2.27,18.29,83.52,0,83.52
04709242,1,2,12,1,28536,0,0,33.41,17.05,16.36
04709251,1,4,12,1,25420,7.7,0.62,141.87,38.16,103.71
04709252,1,4,12,1,25420,0,0.81,85.73,43.34,42.39
04709261,1,4,11,5,34000,24.12,32.98,130.95,0,130.95
04709262,1,4,11,5,34000,10.71,12.33,55.34,0,55.34
04709271,2,4,12,1,17432,2.75981,17.56162,161.98,0,161.98
04709272,2,4,12,1,17432,0,1.16,49.94,0,49.94
04709291,1,1,15,2,177200,2.38,14.39,362.14,231.55,130.59
04709292,1,1,15,2,177200,4.44,8.12,220.32,60.03,160.29
04709301,1,1,15,2,0,0,15.42,286.61,206.95,79.66
04709411,1,2,13,2,79949,9.13,3.49,124.11,20.43,103.68
04709412,1,2,13,2,79949,8.73,2.44,91.86,4.18,87.68
04709421,1,1,16,4,62000,9.35,20.62,312.56,118.98,193.58
04709422,1,1,16,4,62000,7.04,6.4,254.86,143.06,111.8
04709431,1,2,15,1,115500,7.15338,14.56734,100.60998,0,100.60998
04709432,1,2,15,1,115500,2.38117,11.94658,100.64998,13,87.64998
04709441,1,2,14,2,103275,11.37781,18.02781,250.09999,0,250.09999
04709442,1,2,14,2,103275,18.14987,34.1474,335,0,335
04709451,1,4,15,2,133000,4.24,7.99,254.9,64.96,189.94
04709452,1,4,15,2,133000,5.28,5.48,116.36,37.95,78.41
04709461,1,1,12,2,24000,0,0,20.66,11.5,9.16
04709462,1,1,12,2,24000,1.92,1.39,121.54,16.26,105.28
04709471,1,1,15,2,79000,9.37,0,68.35,0,68.35
04709472,1,1,15,2,79000,0,0,82.88,41.11,41.77
04709501,1,2,12,4,33000,0,0,0,0,0
04709502,1,2,12,4,33000,18.33,10.93,205.97,0,205.97
04709571,1,1,15,7,33600,6.02,11.05,154.17,0,154.17
04709572,1,1,15,7,33600,8.61,8.98,121.1,0,121.1
04709621,1,2,12,1,12582,0,2.49,36.55,0,36.55
04709622,1,2,12,1,12582,0,0,1.99,1.99,0
04709691,1,1,16,1,280571,7.54551,13.47362,140,0,140
04709692,1,1,16,1,280571,7.84197,14.42991,140.00001,0,140.00001
04709701,1,4,12,1,7400,3.78,0,206.10001,138.54,67.56001
04709702,1,4,12,1,7400,0,0,44.78,44.78,0
04709771,1,1,15,5,200401,0,0.82,385.6,184.47,201.13
04709772,1,1,15,5,200401,13.22,1.27,403.01576,150.21576,252.8
04709871,1,4,15,2,67000,0,0,103.46,28.09,75.37
04709872,1,4,15,2,67000,0,9.52,95.15,28.91,66.24
04709891,1,1,16,2,185100,0,0,152.81,152.81,0
04709892,1,1,16,2,185100,9.77,18.76,210.28,155.1,55.18
04709921,2,2,12,1,18060,5.04,5.22,31.98,0,31.98
04709922,2,2,12,1,18060,0,0,0,0,0
04709931,1,4,15,1,55000,8.76,8.9,118.63,12.7,105.93
04709932,1,4,15,1,55000,0,2.05,58.57,32.03,26.54
04709991,1,1,12,7,80000,0,9,144.9,61.77,83.13
04709992,1,1,12,7,80000,13.95,6.28,143.1,32.88,110.22
04710051,1,1,16,5,220000,6.58,21.48,170.93,1.99,168.94
04710052,1,1,16,5,220000,14.36,17.34,286.58,92.79,193.79
04710101,1,1,13,2,40164,0,1.89,162.75,75.13,87.62
04710102,1,1,13,2,40164,5.48,0,194.52,47.02,147.5
04710151,1,4,15,2,30000,9.7,0,103.47,73.95,29.52
04710152,1,4,15,2,30000,2.49,5.67,90.87,40.17,50.7
04710201,1,1,16,4,338992,21.91777,20.63586,394.00002,79,315.00002
04710202,1,1,16,4,338992,12.72942,17.81541,150.00001,0,150.00001
04710221,1,2,14,4,94400,4.98,9.66,144.49,48.81,95.68
04710222,1,2,14,4,94400,6.91,13.86,92.32,12.45,79.87
04710251,1,2,13,1,20849,4.98,0.86,56.94,0,56.94
04710252,1,2,13,1,20849,0,1.13,24.47,0,24.47
04710261,1,1,15,1,105000,6.98,11.47,210.7,119.71,90.99
04710262,1,1,15,1,105000,2.49,4.47,217.97,182.51,35.46
04710271,1,1,13,2,101702,8.20349,10.09505,95.99999,0,95.99999
04710272,1,1,13,2,101702,0,5.94498,31.88,0,31.88
04710311,1,1,13,1,48000,3.35,6.16,270.14,124.91,145.23
04710312,1,1,13,1,48000,4.08,0,59.11,45.16,13.95
04710321,1,1,13,2,43000,2.56755,11.96467,144.16001,56.46,87.70001
04710322,1,1,13,2,43000,0,3.58394,45.33,32.63,12.7
04710331,1,2,15,2,56500,20.7,13.09,293.32,4.26,289.06
04710332,1,2,15,2,56500,32.46,8.98,133.85,0,133.85
04710351,1,1,16,1,37300,0,0,0,0,0
04710352,1,1,16,1,37300,0,0,51.14,0,51.14
04710371,1,1,12,6,73000,9.54,1.99,220.33,55.66,164.67
04710372,1,1,12,6,73000,0,8.05,257.1904,192.6104,64.58
04710381,1,1,14,3,33225,17.83,15.12,106.06,0,106.06
04710382,1,1,14,3,33225,9.29,3.02,62.23,0,62.23
04710391,1,2,12,1,27448,0,0,89.13,14.61,74.52
04710392,1,2,12,1,27448,0,0,154.49,149,5.49
04710431,1,1,13,1,36000,0,0,17.15,0,17.15
04710432,1,1,13,1,36000,0,0,15.89,0,15.89
04710461,1,1,15,4,75000,2.89,32.79,284.51,199.53,84.98
04710462,1,1,15,4,75000,29.9,4.19,450.36,162.51,287.85
04710471,1,4,12,3,0,0,0,32.99,20,12.99
04710472,1,4,15,3,0,0,0,14.98,0,14.98
