NEWID,BLS_URBN,CUTENURE,HIGH_EDU,FAM_SIZE,FINCBEFX,FRSHVEG,FRSHFRUT,FOODTOT,FOODAWAY,FOODHOME
04690611,1,4,12,2,41885,0,0,58.57,0,58.57
04690612,1,4,12,2,41885,0,0,14,14,0
04690621,1,4,14,3,134710,6.46,1.07,227.4,31.45,195.95
04690622,1,4,14,3,134710,0,0,187.72,133.09,54.63
04690661,1,1,13,2,88844,0,10.74885,191.27998,60.28,130.99998
04690662,1,1,13,2,88844,9.27897,0,82.99999,0,82.99999
04690681,1,4,12,1,1782,4.3,0,34.35,0,34.35
04690682,1,4,12,1,1782,0,0,7.8,7.8,0
04690701,1,4,12,4,11020,6.12,5.41,253.98,16.73,237.25
04690702,1,4,12,4,11020,4,9,118.04,47,71.04
04690731,1,1,14,2,145000,0,0,114.94,0,114.94
04690732,1,1,14,2,145000,12.34163,8.29419,178.91001,0,178.91001
04690751,1,4,15,2,45000,11.98,20.97,205.72,0,205.72
04690752,1,4,15,2,45000,0,3.49,27.45,0,27.45
04690801,1,4,14,1,30000,0,0,236.89,50.94,185.95
04690802,1,4,14,1,30000,0,0,135.89,34.56,101.33
04690821,1,4,13,2,0,0,2.63,56.97,39.73,17.24
04690822,1,4,13,2,0,0.91,13.26,55.13,0,55.13
04690841,1,1,15,2,200000,0,0,0,0,0
04690861,1,4,15,1,31000,0,0,13.77,0,13.77
04690862,1,4,15,1,31000,0,0,106.34001,16.9,89.44001
04690881,1,1,16,3,-6700,7.39505,26.77793,214.90502,23.69971,191.20531
04690882,1,1,15,3,-6700,5.05774,5.99522,69.80999,0,69.80999
04690901,1,4,10,3,12540,4.81,10.66,71.5,25.37,46.13
04690902,1,4,10,3,12540,0,0,159.94,48.35,111.59
04690921,1,2,13,2,46580,15.13597,12.53356,169.81,54.4,115.41
04690922,1,2,13,2,46580,16.75,21.27,128.98,0,128.98
04690981,1,1,16,4,217000,19.69318,26.21435,377.64002,86.94,290.70002
04690982,1,1,16,4,217000,0,4.67651,75.66001,0,75.66001
04690991,1,1,15,3,0,0,0,420.37,339.72,80.65
04690992,1,1,15,3,0,0,0,336.72,336.72,0
04691001,1,4,15,1,0,0,0,168.45,145.7,22.75
04691002,1,4,15,1,0,4.81007,9.64948,162.78,93.81,68.97
04691051,1,2,16,2,46200,1.89,5.49,104.13,0,104.13
04691052,1,2,16,2,46200,0,0,0,0,0
04691061,1,4,15,2,19782,0,0,59.42,39.98,19.44
04691062,1,4,15,2,19782,0,8.62,87.2,44.73,42.47
04691071,1,1,15,2,167946,14.3,5.32,381.41,77.32,304.09
04691072,1,1,15,2,167946,7.77,0,352.1,87.64,264.46
04691091,1,1,15,2,87001,2.99,0,169.75,144.33,25.42
04691092,1,1,15,2,87001,10.23,0,341.27,202.79,138.48
04691101,1,4,14,2,1800,0,0,78.57,67.57,11
04691102,1,4,14,2,1800,0,0,64.38,28.37,36.01
04691111,1,4,14,1,44000,0,0,27.12,0,27.12
04691112,1,4,14,1,44000,0,0,14,0,14
04691131,1,4,11,1,0,0,0,0,0,0
04691132,1,3,11,1,0,0,0,0,0,0
04691171,2,4,12,5,81200,0,13.99,113.55,33.6,79.95
04691172,2,4,12,5,81200,0,0,160.25,160.25,0
04691211,1,2,15,1,47655,0,0,22.31,12.19,10.12
04691212,1,2,15,1,47655,14.99,0,138.82,34.22,104.6
04691291,1,4,13,1,0,0,10.98,55.04,18.08,36.96
04691292,1,4,13,1,0,0,16.97,88.63,25.77,62.86
04691361,1,4,14,1,76000,0,0,158.44,37.87,120.57
04691362,1,4,14,1,76000,3.04,4.13,50.92,10,40.92
04691401,1,1,16,2,2500,13.35158,3.39317,100.00001,0,100.00001
04691431,1,1,16,4,67010,36.03215,33.14756,681.50004,203.37,478.13004
04691432,1,1,16,4,67010,10.65601,36.37313,640.58999,177.59,462.99999
04691461,1,1,16,6,124213,0,0,62.88001,20.8,42.08001
04691462,1,1,16,6,124213,11.04155,0,90.78,0,90.78
04691481,1,2,16,3,80752,29.72,14.98,263.57,13.78,249.79
04691482,1,2,16,3,80752,0,0,94.35,83.63,10.72
04691491,1,4,12,1,13007,0,0,58.27,58.27,0
04691492,1,4,12,1,13007,0,0,150.74,127.93,22.81
04691521,1,1,13,4,90930,8.36,5.33,253.45,173.16,80.29
04691522,1,1,13,4,90930,6.3,1.85,282.05,43,239.05
04691532,2,4,11,2,0,0,0,0,0,0
04691541,1,2,15,2,35382,5.06,2.1,89.48,35.22,54.26
04691542,1,2,15,2,35382,3.69,4.6,107.74,44.21,63.53
04691551,1,4,16,2,98300,0,0,266.35,266.35,0
04691552,1,4,16,2,98300,0,0,155.01758,155.01758,0
04691621,1,2,14,3,51124,19.96,6.26,73.41,0,73.41
04691622,1,2,14,3,51124,4.63,0,186.11,162.95,23.16
04691641,1,4,16,4,120001,15.43736,0,99.99998,0,99.99998
04691642,1,4,16,4,120001,11.23849,31.07392,299.99998,0,299.99998
04691651,1,1,16,4,19400,1.61938,3.28119,30.32001,0,30.32001
04691671,1,1,15,4,279000,46.03,50.36,686.69999,349.55,337.14999
04691672,1,1,15,4,279000,41.52,47.28,811.9,321.94,489.96
04691731,1,1,11,2,6420,0,0,20,20,0
04691732,1,1,11,2,6420,0,0,23,23,0
04691781,1,1,16,4,87000,14.12,13.92,61.73,0,61.73
04691782,1,1,16,4,87000,5.32,0,64.87,0,64.87
04691811,1,1,15,4,180700,14.23794,19.54474,536.99999,287,249.99999
04691812,1,1,15,4,180700,29.28312,54.74956,325,77,248
04691841,1,4,12,1,63000,13.56263,36.00793,386.80538,38.340089999999996,348.46529
04691842,1,4,12,1,63000,0.69,0,293.66197,124.02197,169.64
04691851,1,1,12,4,36000,1.99,18.36,152.34,12.79,139.55
04691852,1,1,12,4,36000,11.28,1.56,146.12,31,115.12
04691891,1,1,13,4,88040,10.92,8.47,88.08,7.1,80.98
04691892,1,1,13,4,88040,4,7.71,66.03,32.83,33.2
04691901,1,2,15,1,32400,7.85,11.77,140.46349,31.38349,109.08
04691902,1,2,15,1,32400,4.88,10.28,123.5,23.15,100.35
04691911,1,1,14,3,11,0,0,0,0,0
04691912,1,1,14,3,11,14.95,1.28,70.63,0,70.63
04691921,1,2,15,2,39564,4.84172,8.29132,189.16,7.45,181.71
04691922,1,2,15,2,39564,0,0,0,0,0
04691941,1,1,13,1,0,0,0,47.12,0,47.12
04691942,1,1,13,1,0,0,0,16.01,0,16.01
04691951,1,2,14,2,26868,17.22,5,324.2,99.01,225.19
04691952,1,2,14,2,26868,0,34.31,266.99,116.78,150.21
04691981,1,4,15,6,150000,22.18,17,175.25,0,175.25
04691982,1,4,12,6,150000,6.68,9.26,183.96,90,93.96
04691991,1,4,13,3,28728,14.18,7.05,152.02,32,120.02
04691992,1,4,13,3,28728,0,0,0,0,0
04692081,1,4,15,3,115000,23.97,36.84,330.28,16,314.28
04692082,1,4,15,3,115000,6.35,15.71,174.18,97.01,77.17
04692101,1,1,16,2,252000,16.72,4.69,314.35,200.9,113.45
04692102,1,1,16,2,252000,16.74,71.03,288.56,2,286.56
04692151,1,4,16,4,101457,7.68801,4.59152,335.69,242.18,93.51
04692152,1,4,16,4,101457,21.75327,15.5005,541.59997,190.34,351.25997
04692181,1,2,12,2,21082,0,0,111.19,23.64,87.55
04692182,1,2,12,2,21082,0,0,109.63,0,109.63
04692231,1,1,12,1,16962,2.06689,0,57.23999,0,57.23999
04692232,1,1,12,1,16962,8.24379,10.21477,88.30001,0,88.30001
04692241,1,4,13,5,55000,28.72,35.43,292.64,63,229.64
04692242,1,4,13,5,55000,19.41,28.39,206.45,9.95,196.5
04692271,1,2,15,1,33896,2.73,0,94.73,69.04,25.69
04692272,1,2,15,1,33896,1.19,0,161.99,35.84,126.15
04692281,2,1,14,3,69078,0,4.69,246.14,103.54,142.6
04692282,2,1,14,3,69078,1.5,0,79.58,13.53,66.05
04692351,1,1,11,5,18550,14.15,3,233.32,79,154.32
04692352,1,1,11,5,18550,15.61,10.43,178.78,50,128.78
04692371,1,1,15,3,150500,0,6.26,59.28,38.74,20.54
04692372,1,1,15,3,150500,23.05794,32.72646,291.50999,25.89,265.61999
04692421,1,2,14,1,20828,2.61,4.44,67.55,0,67.55
04692422,1,2,14,1,20828,3.88,6,329.80505,120.79,209.01505
04692451,1,4,13,2,55000,0,0,48.08,48.08,0
04692452,1,4,13,2,55000,6.96519,22.06913,191.07999,24.08,166.99999
04692471,1,3,16,4,0,0,0,0,0,0
04692472,1,3,16,4,0,0,0,0,0,0
04692482,1,1,12,2,43970,0,0,12.64,0,12.64
04692501,1,4,12,2,51000,0.83,7.17,137.3,71.98,65.32
04692502,1,4,12,2,51000,0,2.65,114.38,72.58,41.8
04692541,1,2,13,1,1782,0,5.44,65.41,9.71,55.7
04692542,1,2,13,1,1782,0.31,9.89,159.9,7.57,152.33
04692551,1,1,15,2,126000,0,0,100.17,47,53.17
04692552,1,1,15,2,126000,0.5,0,188.18,157.79,30.39
04692591,1,1,15,4,246700,12.70792,13.53466,129.99999,0,129.99999
04692592,1,1,15,4,246700,13.28317,12.7528,130,0,130
04692621,1,4,13,1,33000,9.34886,6.4768,271.37999,146.24,125.13999
04692622,1,4,13,1,33000,7.91,7.2,241.94,142.58,99.36
04692731,1,2,15,2,128382,12.42,10.1,156.23,19.25,136.98
04692732,1,2,15,2,128382,6.48,10.07,216.03,132.7,83.33
04692771,1,4,16,1,181200,3.48,3.38,163.4896,87.1196,76.37
04692772,1,4,16,1,181200,0,0,83.0629,63.0629,20
04692781,1,1,15,1,65000,7.45,0,34.68,0,34.68
04692782,1,1,15,1,65000,0,0,56.36,0,56.36
04692801,1,1,16,5,64450,22.37,13.97,382.99,62.86,320.13
04692802,1,1,16,5,64450,3.69,11.58,155.66,76.11,79.55
04692821,1,1,13,1,40000,3.69,0,97.17,20,77.17
04692822,1,1,13,1,40000,0,0,0,0,0
04692881,1,1,16,2,319422,0,0,165.67,74.5,91.17
04692882,1,1,16,2,319422,0,0,101.75,54.04,47.71
04692891,1,4,14,1,50000,2,0,56.34999,29.99999,26.35
04692892,1,4,14,1,50000,0,0,18.12,0,18.12
04692911,1,1,16,3,410492,0,0,264.48,170.72,93.76
04692912,1,1,16,3,410492,2.52864,8.8032,205.85001,110.97,94.88001
04692921,1,4,15,2,130000,0,0,120.33,120.33,0
04692922,1,4,15,2,130000,0,0,147.75,39.23,108.52
04692941,1,4,15,2,1251,0,0,100,100,0
04692942,1,4,15,2,1251,0,0,0,0,0
04692971,1,2,12,1,35382,0,3.47627,45.5,0,45.5
04692972,1,2,12,1,35382,7.47164,3.07609,62.00001,0,62.00001
04692981,1,1,12,2,119200,8.2,0.72,214.52851,83.77851,130.75
04692982,1,1,12,2,119200,0,0,116.13,39.01,77.12
04693001,1,4,16,1,120000,0,3.99,175.66,6.5,169.16
04693002,1,4,16,1,120000,0,4,38.48,0,38.48
04693011,1,4,15,1,35730,0,0,12.22,0,12.22
04693012,1,4,15,1,35730,8.46375,8.61375,54.01999,0,54.01999
04693031,1,1,16,1,0,14.56919,14.93081,54.49,0,54.49
04693032,1,1,16,1,0,9.85209,10.32791,89.43,0,89.43
04693071,1,1,16,4,130000,0,0,25,25,0
04693072,1,1,16,4,130000,8.44165,8.64462,236,50,186
04693081,1,2,14,1,20682,2.98,4.42,48.97,0,48.97
04693082,1,2,14,1,20682,0,1.39,1.39,0,1.39
04693171,1,3,16,1,0,16.32,0,91.75,0,91.75
04693172,1,3,14,1,0,11.13,9.8,95.68,0,95.68
04693201,1,4,15,7,0,0,4.08,141.76,0,141.76
04693202,1,4,14,7,0,0.98,14.18,138.53,0,138.53
04693211,1,4,15,3,126000,0,0,15,15,0
04693212,1,4,15,3,126000,14.58073,8.84188,289.00001,37,252.00001
04693241,1,1,16,4,349492,7.02,56.53,453.76,228.6,225.16
04693242,1,1,16,4,349492,4.25,18.17,286.63,108.98,177.65
04693261,1,4,16,3,32000,48,12.98,344.73,26,318.73
04693262,1,4,16,3,32000,32.99,49,208.98,25,183.98
04693291,1,1,16,3,32984,10.41593,27.57317,445.40996,25.97,419.43996
04693292,1,1,16,3,32984,0,13.28604,137.16491,55.38491,81.78
04693381,1,1,14,2,15858,9.43664,10.79346,80,0,80
04693382,1,1,14,2,15858,7.51025,3.2113,80,0,80
04693391,1,1,16,4,201400,0,0,296.57,256.63,39.94
04693392,1,1,16,4,201400,0,0,134.85,94.91,39.94
04693401,1,2,15,1,203000,0,0,198,160,38
04693402,1,2,15,1,203000,0,0,112,112,0
04693431,1,1,12,2,48000,0,0,96,0,96
04693432,1,1,12,2,48000,0,0,14.66,0,14.66
04693441,1,4,15,1,87000,6.66,0,38.14,0,38.14
04693442,1,4,15,1,87000,19.55,23.85,123.52,0,123.52
04693491,1,1,13,1,55446,6.13531,0,92.9,0,92.9
04693492,1,1,13,1,55446,0,0,0,0,0
04693501,1,4,13,4,44758,11.57,17.39,267.01,75,192.01
04693502,1,4,13,4,44758,0,9.64,169.99,46.62,123.37
04693521,1,1,12,1,48500,17.1162,22.96769,213.19999,0,213.19999
04693522,1,1,12,1,48500,2.49,0,30.62,21.15,9.47
04693571,1,1,16,2,214700,16.48143,17.43002,289.50001,77,212.50001
04693572,1,1,16,2,214700,30.64855,25.68295,237.5,94,143.5
04693581,1,2,13,2,53382,15.42,13.27,161.74,27.01,134.73
04693582,1,2,13,2,53382,4.88,0,140.66,15,125.66
04693591,1,1,15,2,60764,0,3.16,222.9,70.93,151.97
04693592,1,1,15,2,60764,0,15.23,140.97,19.72,121.25
04693601,1,4,14,1,7680,0,0,41.71,41.71,0
04693602,1,4,14,1,7680,0,0,22.57,22.57,0
04693631,1,4,15,2,43000,8.37,0,122.12,71.52,50.6
04693632,1,4,15,2,43000,7.68,0,229.19,77.64,151.55
04693651,1,1,15,1,9000,6.75,15.46,55.39,0,55.39
04693652,1,1,15,1,9000,18.13,12.29,71.34,1.09,70.25
04693661,2,4,13,2,41200,0,0,0,0,0
04693662,2,4,13,2,41200,0,0,0,0,0
04693691,1,2,12,1,23382,7.20186,17.2542,103.98,6.98,97
04693692,1,2,12,1,23382,0,0,0,0,0
04693701,1,2,15,3,93808,0,0,0,0,0
04693702,1,2,15,3,93808,0,0,38.8,0,38.8
04693711,1,4,14,1,72500,0,0,61.57,0,61.57
04693712,1,4,14,1,72500,0,0,30.69,3.97,26.72
04693721,1,2,16,2,103764,9.04156,32.75724,407.95145,107.84,300.11145
04693722,1,2,16,2,103764,0,0,103.21,76.43,26.78
04693751,1,1,15,5,73800,0,0,155.31999,95.43,59.88999
04693752,1,1,15,5,73800,0,3.96545,62.62,38.86,23.76
04693761,1,1,15,1,27020,4.61071,30.79929,35.41,0,35.41
04693762,1,1,15,1,27020,8.45158,8.60789,117.51001,0,117.51001
04693811,1,1,16,5,0,0,0,103.18,45,58.18
04693812,1,1,16,5,0,0,0,0,0,0
04693831,1,3,15,1,0,12.97,8.87,158.99,65.17,93.82
04693832,1,3,12,1,0,6.13,2.05,448.56521,376.31521,72.25
04693851,1,1,14,3,113000,5.77,7.4,227.47,121.09,106.38
04693852,1,1,14,3,113000,0.58,0,293.38,243.55,49.83
04693891,1,2,14,2,41364,0,5.53518,65.86001,28.23,37.63001
04693892,1,2,14,2,41364,5.31164,10.77042,181.08998,25.65,155.43998
04693901,1,4,15,2,55000,6.98,3,32.23,0,32.23
04693902,1,4,15,2,55000,25.55,0,53.41,0,53.41
04693911,1,1,16,2,180200,0,0,60,60,0
04693912,1,1,16,2,180200,7,0,209.5,135,74.5
04693971,1,1,15,3,193522,0,0,562.88999,527.89,34.99999
04693972,1,1,15,3,193522,0,0,635,635,0
04693981,1,2,16,1,0,0,0,0,0,0
04693982,1,2,16,1,0,15.5,24.24,139.74,0,139.74
04694021,1,1,15,6,6000,68.95,28.72,402.02,38.04,363.98
04694022,1,1,15,6,6000,6.15,0,111.44,19.36,92.08
04694061,1,1,14,2,167870,4.99,0,258.89,28.85,230.04
04694062,1,1,14,2,167870,0,0,11.56,11.56,0
04694141,1,4,15,1,18062,10.56932,44.33068,295.41,11.2,284.21
04694142,1,4,15,1,18062,19.24,17.22,233.54,27,206.54
04694201,1,2,15,3,180000,6.10994,0,99.59,49.74,49.85
04694202,1,2,15,3,180000,2.18392,5.74612,173.88001,60.92,112.96001
04694252,1,1,15,2,75000,0,0,0,0,0
04694261,1,4,16,1,150000,5.57,0,138.4,15.55,122.85
04694262,1,4,16,1,150000,0,0,133.86999,21.25,112.61999
04694271,1,1,15,2,68496,15.35353,21.76575,467.86001,119.7,348.16001
04694272,1,1,15,2,68496,0,5.35968,106.66,66.64,40.02
04694331,1,1,16,4,234800,0,0,490,490,0
04694332,1,1,16,4,234800,0,0,166.19,75,91.19
04694351,1,2,16,2,189524,2.24659,3.26328,241.00001,137,104.00001
04694352,1,2,16,2,189524,32.72943,20.8778,276,0,276
04694421,1,1,15,4,68000,8.49,0,141.25,63.97,77.28
04694422,1,1,15,4,68000,5.82,3.98,99.15,46.28,52.87
04694451,1,1,16,4,107200,24.46,16.75,274.79,72.21,202.58
04694452,1,1,16,4,107200,61.51,33.48,341.41,0,341.41
04694461,1,2,13,2,90000,13.26,11.97,249.5,0,249.5
04694462,1,2,13,2,90000,30.22,11.98,248.07,28,220.07
04694471,1,3,13,2,0,16.49,14.04,163.31,45,118.31
04694472,1,3,13,2,0,14.16,15.84,130.28,0,130.28
04694521,1,1,13,5,148599,16.45,0,220.77,81.6,139.17
04694522,1,1,13,5,148599,20.36,11.25,413.53001,244.64001,168.89
04694531,1,1,13,4,2400,0,2.60023,50.00001,0,50.00001
04694532,1,1,13,4,2400,0,4.33541,50,0,50
04694541,1,4,13,5,36223,0,0,23.61,0,23.61
04694542,1,4,13,5,36223,0,11.52,57.42,0,57.42
04694591,1,4,14,2,57000,0,12.06548,69.15999,13.59,55.56999
04694592,1,4,14,2,57000,2.49298,3.6211700000000002,61.14001,12.79,48.35001
04694611,1,3,13,2,0,0,0,65.26,10.42,54.84
04694612,1,3,13,2,0,0,6.98,160.81,22.27,138.54
04694651,1,5,13,3,42000,0,5.98,136.37,11.06,125.31
04694652,1,5,13,3,42000,0,0,27.29,0,27.29
04694671,1,2,16,5,77164,10.23899,25.98489,159.28998,0,159.28998
04694672,1,2,16,5,77164,8.77575,14.1401,325.84999,89.85,235.99999
04694691,1,4,15,3,111001,5.4648,9.23867,162.52999,8,154.52999
04694692,1,4,15,3,111001,2.29943,26.84399,120.91,10.68,110.23
04694711,1,4,16,2,47000,0,0,0,0,0
04694712,1,4,16,2,47000,3.85,16.79,243.06,84.75,158.31
04694741,1,1,12,2,57564,12.26,10.76,79.19,0,79.19
04694742,1,1,12,2,57564,12.75,1.05,166.88,0,166.88
04694781,1,2,15,1,39382,24.45,3.19,151.72,0,151.72
04694782,1,2,15,1,39382,6.11,5.88,192.44,0,192.44
04694791,1,5,13,1,5440,0,0,0,0,0
04694792,1,5,13,1,5440,0,0,20,20,0
04694801,2,1,14,1,94000,0,0,95.31,51.45,43.86
04694802,2,1,14,1,94000,0,0,132.8,21.59,111.21
04694811,1,2,15,2,224969,18.38,24.41,219.69,30.44,189.25
04694812,1,2,15,2,224969,0,1.73,33.08,0,33.08
04694821,1,1,15,2,26200,19.91369,17.83538,331.37002,10.03,321.34002
04694822,1,1,15,2,26200,0,0,0,0,0
04694871,1,4,15,1,38000,0,4.36,9.7,0,9.7
04694872,1,4,15,1,38000,0,7.98,166.81,86.26,80.55
04694881,1,4,15,1,72000,0,0,54.89,54.89,0
04694882,1,4,15,1,72000,0,0,22.06,16.18,5.88
04694911,1,1,14,2,0,0,0,24.07,24.07,0
04694912,1,1,14,2,0,0,0,113.14,113.14,0
04694941,1,2,16,3,86000,6.4,0,100.12484,0,100.12484
04694942,1,2,16,3,86000,3.96214,10.70786,66.19,0,66.19
04694951,2,1,12,3,91000,2.37,0,284.07,176.35,107.72
04694952,2,1,12,3,91000,12.5,0.79,317.94,135.57,182.37
04694971,1,1,16,2,99658,18.53,16.21,208.48,89.7,118.78
04694972,1,1,16,2,99658,8.23,4.86,124.59,40.33,84.26
04694981,2,2,12,2,54200,0,0,3.65,0,3.65
04694982,2,2,12,2,54200,0,5.38,97.16,9.07,88.09
04695001,1,1,15,2,71500,0,3.69,102.50072,57.44072,45.06
04695002,1,1,15,2,71500,0,0,64.31,28,36.31
04695011,1,1,16,2,84800,2.12,0,219.59,133.99,85.6
04695012,1,1,14,2,84800,0,0,200.69,109.29,91.4
04695051,1,4,13,1,0,1,0,150.64,131.08,19.56
04695052,1,4,13,1,0,0,0,81.31,81.31,0
04695201,1,1,16,4,0,4.64081,2.90751,114.90001,9.9,105.00001
04695202,1,1,16,4,0,11.43656,0,62.29999,12.3,49.99999
04695231,1,3,15,1,0,0,0,0,0,0
04695232,1,3,15,1,0,0,0,0,0,0
04695241,1,1,16,1,48000,4.27,4.66,268.5,5.24,263.26
04695242,1,1,16,1,48000,0,0,52.57,0,52.57
04695331,1,1,16,1,363492,2,0,116.29,55.02,61.27
04695332,1,1,16,1,363492,0,0,0,0,0
04695381,1,4,15,1,80000,4.35,0,185.17,157.98,27.19
04695382,1,4,15,1,80000,0,3.36211,102.45622,51.57,50.88622
04695391,1,2,14,1,20284,6.76,0,178.13,72,106.13
04695392,1,2,14,1,20284,8.64,3.42,266.54,143.37,123.17
04695421,1,4,15,1,80000,4.7062,14.18354,267.82001,85.42,182.40001
04695422,1,4,15,1,80000,0,0,120.14001,52.57,67.57001
04695451,1,1,11,1,1497,1.29,0,21.69,0,21.69
04695452,1,1,11,1,1497,0,0,40.81,0,40.81
04695481,1,4,12,4,7000,0,0,25,25,0
04695482,1,4,12,4,7000,0,0,0,0,0
04695501,1,1,13,2,94005,15.25,8.49,151,13.3,137.7
04695502,1,1,13,2,94005,2.44,8.45,121.12,13.35,107.77
04695541,1,4,12,4,44192,13,7.41,460.77,172.46,288.31
04695542,1,4,12,4,44192,22.83,11.32,356.36,167.06,189.3
04695561,1,4,15,2,113300,4.44156,11.0728,207,52,155
04695562,1,4,15,2,113300,15.06935,16.09955,273.00001,65,208.00001
04695571,1,4,12,1,12000,20.06,15.16,135.88,55.66,80.22
04695572,1,4,12,1,12000,52.38,18.96,228.5,40.47,188.03
04695671,1,4,15,1,149000,0,23.67,138.54,67.65,70.89
04695672,1,4,15,1,149000,8.07,18.27,125.18,56.38,68.8
04695701,1,4,14,3,3012,7.57,0,181.78,95.15,86.63
04695702,1,4,14,3,3012,4.61,9.29,366.47,152.05,214.42
04695731,1,4,13,2,1800,0,0,0,0,0
04695732,1,4,13,2,1800,0,0,68,8,60
04695741,1,4,16,1,68132,5.98,4,29.44,0,29.44
04695742,1,4,16,1,68132,2.32829,8.10567,64,23,41
04695761,1,1,16,2,51766,0,0,81.08,22.94,58.14
04695762,1,1,16,2,51766,0,0,127.78,51.32,76.46
04695811,1,1,12,3,82000,4.62,0,74.19,0,74.19
04695812,1,1,12,3,82000,13.74,1.25,154.36,37.47,116.89
04695861,1,1,13,2,64800,0,0,123.08,28.04,95.04
04695862,1,1,13,2,64800,0,0,11.96,0,11.96
04695901,1,2,14,1,17982,2.76,0.44,6.79,0,6.79
04695902,1,2,14,1,17982,6.89,0.44,83.37,0,83.37
04695921,1,2,14,3,39564,5.92,2.08,231.30599,8.69599,222.61
04695922,1,2,14,3,39564,2,0,41.16,0,41.16
04695941,1,1,16,4,72068,81.12,27.29,456.28838,53.29838,402.99
04695942,1,1,16,4,72068,41.21435,44.0571,331.77,0,331.77
04695951,1,4,16,3,285500,17.29105,13.95535,292.56002,0,292.56002
04695952,1,4,16,3,285500,0,0,119.97,0,119.97
04695961,1,5,13,1,34000,5.53403,3.52481,169.24001,82.1,87.14001
04695962,1,5,13,1,34000,0,5.25506,77.72,65.35,12.37
04695971,1,1,15,5,44000,0,0,90.27,0,90.27
04695972,1,1,15,5,44000,15.5,10,51.01,0,51.01
04696002,1,4,15,1,45000,0,0,20,0,20
04696021,1,4,12,1,0,0,0,48.13,0,48.13
04696022,1,4,12,1,0,0,0,32.11,32.11,0
04696131,1,4,15,1,35300,0,5.57,197.36,48.29,149.07
04696132,1,4,15,1,35300,1.88,8.38,99.81,0,99.81
04696171,2,4,16,3,170000,20.74973,20.74659,397.45,85.76,311.69
04696172,2,4,16,3,170000,14.3634,20.10224,477.16001,76.81,400.35001
04696201,1,2,13,2,23000,2.62,2.09,109.33,39.6,69.73
04696202,1,2,13,2,23000,12.71,5.79,157.1,19.58,137.52
04696211,1,4,12,2,1080,0,0,0,0,0
04696212,1,4,12,2,1080,21.4562,21.45295,341.00001,0,341.00001
04696261,1,1,13,4,400,0,1,31.91,0,31.91
04696262,1,1,13,4,400,4.57,5.09,96.09,0,96.09
04696271,1,2,16,2,114181,2.61178,14.07773,174.64,9.25,165.39
04696272,1,2,16,2,114181,2.45162,7.57405,197.83,20.67,177.16
04696341,2,1,16,5,134020,7.13,6.4,145.81,42.55,103.26
04696342,2,1,16,5,134020,0,0,12.63,12.63,0
04696401,1,1,16,1,31082,0,0,40,40,0
04696402,1,1,16,1,31082,2.97232,13.84301,140.00001,39,101.00001
04696421,1,4,11,5,6510,2.94,22.27,254.72,57.72,197
04696422,1,4,11,5,6510,4.18,3.29,109.99,48.27,61.72
04696521,1,1,15,2,67884,2.05,4.11,112.1,66.71,45.39
04696522,1,1,15,2,67884,5.95,4.1,169.53,86.48,83.05
04696551,1,1,13,7,125600,38,21.19,321.08,0,321.08
04696552,1,1,13,7,125600,2.81309,32.07603,361.9927,37.8,324.1927
04696611,1,1,16,4,160000,27.18,22.47,180,0,180
04696612,1,1,16,4,160000,2.02,7.63,232.82,45,187.82
04696621,1,2,16,2,59564,0,0,14.96,14.96,0
04696622,1,2,16,2,59564,17.54,3.48,281.58,31.64,249.94
04696661,1,1,15,1,150000,13.61,12.04,57.77,15,42.77
04696662,1,1,15,1,150000,0,17.96,32.24,8,24.24
04696691,1,1,14,5,3000,14.47935,14.93383,380.00003,160.00003,220
04696692,1,1,14,5,3000,14.1276,21.58869,380.00004,160.00003,220.00001
04696741,1,4,11,1,16422,0,0,10.55,0,10.55
04696742,1,4,11,1,16422,0,0,28.31,0,28.31
04696751,1,1,16,2,103000,9.46709,6.28,283.2,128.54,154.66
04696752,1,1,16,2,103000,0,0,42.15,31.5,10.65
04696781,1,4,13,3,57000,0,0,16.09,16.09,0
04696782,1,4,13,3,57000,0,42.33,289.96,38,251.96
04696811,1,1,12,3,19456,0,0,0,0,0
04696812,1,1,12,3,19456,0,0,13.61,13.61,0
04696841,1,1,11,3,100000,2.47,4.64,124.83,86.84,37.99
04696842,1,1,11,3,100000,3.11,2.67,186.13,138.97,47.16
04696851,1,4,13,5,106000,16.12585,17.75718,1447.22,1308.58,138.64
04696852,1,4,13,5,106000,0,0,1171.23,1161.45,9.78
04696861,1,1,11,2,31200,15.04,3.49,111.76,39.52,72.24
04696862,1,1,11,2,31200,3.99,0,37.82,0,37.82
04696881,1,4,15,1,3500,7.4,0,38.5,0,38.5
04696882,1,4,15,1,3500,0,16.93,52.82,0,52.82
04696891,1,2,15,1,17418,0,0,28.15,0,28.15
04696892,1,2,15,1,17418,20.57,1.84,71.05,0,71.05
04696901,1,1,13,7,215006,0,0,92,92,0
04696902,1,1,13,7,215006,0,0,134,134,0
04696931,1,4,15,2,149400,0,0,0,0,0
04696932,1,4,15,2,149400,0,0,0,0,0
04696941,1,1,12,4,138722,9.45717,12.36586,266.74999,138.11,128.63999
04696942,1,1,12,4,138722,4.65696,13.32784,215.84001,22.77,193.07001
04697001,1,1,15,4,228000,0,0,126.09,65.32,60.77
04697002,1,1,15,4,228000,0.99,15.45,310.8,106.74,204.06
04697041,1,4,11,1,2452,8.89,4.89,110.93,6.99,103.94
